defined_class	defined_class_name	entity	entity_name	attribute	attribute_name	exact_synonyms	xrefs	orcid
OBA:VT0009923	transitional stage T1 B cell quantity	CL:0000958	T1 B cell	PATO:0001555	has number of			
OBA:VT0009926	transitional stage T2 B cell quantity	CL:0000959	T2 B cell	PATO:0001555	has number of			
OBA:VT0010002	mammary gland size trait	UBERON:0001911	mammary gland	PATO:0000117	size			
OBA:VT0010009	femur mass	UBERON:0000981	femur	PATO:0000125	mass			
OBA:VT0010010	femur strength trait	UBERON:0000981	femur	PATO:0001230	strength			
OBA:VT0010012	humerus strength trait	UBERON:0000976	humerus	PATO:0001230	strength			
OBA:VT0010013	humerus mass	UBERON:0000976	humerus	PATO:0000125	mass			
OBA:VT0010014	femur circumference	UBERON:0000981	femur	PATO:0001648	circumference			
OBA:VT0010015	tibia mass	UBERON:0000979	tibia	PATO:0000125	mass			
OBA:VT0010018	mammary gland symmetry	UBERON:0001911	mammary gland	PATO:0000965	symmetry			
OBA:VT0010019	epididymis mass	UBERON:0001301	epididymis	PATO:0000125	mass			
OBA:VT0010022	metacarpus length	UBERON:0004453	metacarpus region	PATO:0000122	length			
OBA:VT0010023	forelimb length	UBERON:0002102	forelimb	PATO:0000122	length			
OBA:VT0010024	hindlimb length	UBERON:0002103	hindlimb	PATO:0000122	length			
OBA:VT0010030	udder height	UBERON:0013216	udder	PATO:0000119	height			
OBA:VT0010043	ovarian follicle physiology trait	UBERON:0001305	ovarian follicle	PATO:0001509	functionality			
OBA:VT0010047	tendon physiology trait	UBERON:0000043	tendon	PATO:0001509	functionality			
OBA:VT0010064	connective tissue physiology trait	UBERON:0002384	connective tissue	PATO:0001509	functionality			
OBA:VT0010073	esophagus length	UBERON:0001043	esophagus	PATO:0000122	length			
OBA:VT0010080	skeletal muscle physiology trait	UBERON:0001134	skeletal muscle tissue	PATO:0001509	functionality			
OBA:VT0010096	osteoblast quantity	CL:0000062	osteoblast	PATO:0001555	has number of			
OBA:VT0010098	osteoclast quantity	CL:0000092	osteoclast	PATO:0001555	has number of			
OBA:VT0010099	enteric cholinergic nerve fiber organization trait	CL:0000025	egg cell	PATO:0001509	functionality			
OBA:VT0010110	heart muscle physiology trait	UBERON:0002349	myocardium	PATO:0001509	functionality			
OBA:VT0010111	smooth muscle physiology trait	UBERON:0001135	smooth muscle tissue	PATO:0001509	functionality			
OBA:VT0010113	masticatory muscle size trait	UBERON:0003681	masticatory muscle	PATO:0000117	size			
OBA:VT0010114	intercostal muscle size trait	UBERON:0001111	intercostal muscle	PATO:0000117	size			
OBA:VT0010115	diaphragm size trait	UBERON:0001103	diaphragm	PATO:0000117	size			
OBA:VT0010116	pectoralis muscle size trait	UBERON:0001495	pectoral muscle	PATO:0000117	size			
OBA:VT0010117	longissimus dorsi size trait	UBERON:0001401	longissimus thoracis muscle	PATO:0000117	size			
OBA:VT0010125	celiac lymph node size trait	UBERON:0002508	celiac lymph node	PATO:0000117	size			
OBA:VT0010127	bursa of Fabricius size trait	UBERON:0003903	bursa of Fabricius	PATO:0000117	size			
OBA:VT0010129	esophagus mass	UBERON:0001043	esophagus	PATO:0000125	mass			
OBA:VT0010130	DN1 thymic pro-T cell quantity	CL:0000894	DN1 thymic pro-T cell	PATO:0001555	has number of			
OBA:VT0010131	cecum mass	UBERON:0001153	caecum	PATO:0000125	mass			
OBA:VT0010132	DN2 thymocyte quantity	CL:0000806	DN2 thymocyte	PATO:0001555	has number of			
OBA:VT0010133	gizzard capacity	UBERON:0005052	gizzard	PATO:0000918	volume			
OBA:VT0010134	DN3 thymocyte quantity	CL:0000807	DN3 thymocyte	PATO:0001555	has number of			
OBA:VT0010136	DN4 thymocyte quantity	CL:0000808	DN4 thymocyte	PATO:0001555	has number of			
OBA:VT0010140	small intestine mass	UBERON:0002108	small intestine	PATO:0000125	mass			
OBA:VT0010144	pancreas mass	UBERON:0001264	pancreas	PATO:0000125	mass			
OBA:VT0010145	rectum mass	UBERON:0001052	rectum	PATO:0000125	mass			
OBA:VT0010193	colon length	UBERON:0001155	colon	PATO:0000122	length			
OBA:VT0010194	colon mass	UBERON:0001155	colon	PATO:0000125	mass			
OBA:VT0010195	intestine length	UBERON:0000160	intestine	PATO:0000122	length			
OBA:VT0010196	intestine mass	UBERON:0000160	intestine	PATO:0000125	mass			
OBA:VT0010197	duodenum length	UBERON:0002114	duodenum	PATO:0000122	length			
OBA:VT0010198	duodenum mass	UBERON:0002114	duodenum	PATO:0000125	mass			
OBA:VT0010199	stomach capacity	UBERON:0000945	stomach	PATO:0000918	volume			
OBA:VT0010200	stomach mass	UBERON:0000945	stomach	PATO:0000125	mass			
OBA:VT0010201	stomach muscle thickness	UBERON:0004222	stomach smooth muscle	PATO:0000915	thickness			
OBA:VT0010202	stomach epithelium thickness	UBERON:0001276	epithelium of stomach	PATO:0000915	thickness			
OBA:VT0010204	proventriculus capacity	UBERON:0007357	proventriculus	PATO:0000918	volume			
OBA:VT0010205	proventriculus mass	UBERON:0007357	proventriculus	PATO:0000125	mass			
OBA:VT0010208	duodenum mucosa thickness	UBERON:0000320	duodenal mucosa	PATO:0000915	thickness			
OBA:VT0010212	jejunum length	UBERON:0002115	jejunum	PATO:0000122	length			
OBA:VT0010213	jejunum mass	UBERON:0002115	jejunum	PATO:0000125	mass			
OBA:VT0010215	jejunum mucosa thickness	UBERON:0000399	jejunal mucosa	PATO:0000915	thickness			
OBA:VT0010219	large intestine length	UBERON:0000059	large intestine	PATO:0000122	length			
OBA:VT0010220	large intestine mass	UBERON:0000059	large intestine	PATO:0000125	mass			
OBA:VT0010224	ileum length	UBERON:0002116	ileum	PATO:0000122	length			
OBA:VT0010225	ileum mass	UBERON:0002116	ileum	PATO:0000125	mass			
OBA:VT0010227	ileum mucosa thickness	UBERON:0000331	ileal mucosa	PATO:0000915	thickness			
OBA:VT0010232	colon mucosa thickness	UBERON:0000317	colonic mucosa	PATO:0000915	thickness			
OBA:VT0010234	cecum mucosa thickness	UBERON:0000314	cecum mucosa	PATO:0000915	thickness			
OBA:VT0010236	forestomach capacity	UBERON:0007359	ruminant forestomach	PATO:0000918	volume			
OBA:VT0010237	forestomach mass	UBERON:0007359	ruminant forestomach	PATO:0000125	mass			
OBA:VT0010239	crop mass	UBERON:0007356	crop	PATO:0000125	mass			
OBA:VT0010241	reticulo-rumen capacity	UBERON:0007364	reticulorumen	PATO:0000918	volume			
OBA:VT0010242	reticulo-rumen mass	UBERON:0007364	reticulorumen	PATO:0000125	mass			
OBA:VT0010246	omasum capacity	UBERON:0007362	omasum	PATO:0000918	volume			
OBA:VT0010247	omasum mass	UBERON:0007362	omasum	PATO:0000125	mass			
OBA:VT0010264	colostrum amount	UBERON:0001914	colostrum	PATO:0000918	volume			
OBA:VT0010274	ear orientation trait	UBERON:0001690	ear	PATO:0000133	orientation			
OBA:VT0010298	heart ventricle size trait	UBERON:0002082	cardiac ventricle	PATO:0000117	size			
OBA:VT0010375	ovary diameter	UBERON:0000992	female gonad	PATO:0001334	diameter			
OBA:VT0010384	oviduct length	UBERON:0003889	fallopian tube	PATO:0000122	length			
OBA:VT0010395	endometrium thickness	UBERON:0001295	endometrium	PATO:0000915	thickness			
OBA:VT0010401	ovarian follicle size trait	UBERON:0001305	ovarian follicle	PATO:0000117	size			
OBA:VT0010402	corpus luteum size trait	UBERON:0002512	corpus luteum	PATO:0000117	size			
OBA:VT0010403	cervical opening shape trait	UBERON:0013758	cervical os	PATO:0000052	shape			
OBA:VT0010405	sperm size trait	CL:0000019	sperm	PATO:0000117	size			
OBA:VT0010406	sperm flagellum size trait	GO:0036126	sperm flagellum	PATO:0000117	size			
OBA:VT0010420	adrenal gland mass	UBERON:0002369	adrenal gland	PATO:0000125	mass			
OBA:VT0010421	epididymal fat pad mass	UBERON:0010412	epididymal fat pad	PATO:0000125	mass			
OBA:VT0010423	gonadal fat pad mass	UBERON:0003428	gonadal fat pad	PATO:0000125	mass			
OBA:VT0010424	inguinal fat pad mass	UBERON:0010410	inguinal fat pad	PATO:0000125	mass			
OBA:VT0010425	interscapular fat pad mass	UBERON:0014396	interscapular fat pad	PATO:0000125	mass			
OBA:VT0010426	mammary fat pad mass	UBERON:0012282	mammary fat pad	PATO:0000125	mass			
OBA:VT0010428	parametrial fat pad mass	UBERON:0010413	parametrial fat pad	PATO:0000125	mass			
OBA:VT0010430	retroperitoneal fat pad mass	UBERON:0010411	retroperitoneal fat pad	PATO:0000125	mass			
OBA:VT0010431	uterine fat pad mass	UBERON:0014394	uterine fat pad	PATO:0000125	mass			
OBA:VT0010448	forelimb muscle mass	UBERON:0003662	forelimb muscle	PATO:0000125	mass			
OBA:VT0010449	hindlimb muscle mass	UBERON:0003663	hindlimb muscle	PATO:0000125	mass			
OBA:VT0010453	abdominal wall mass	UBERON:0003697	abdominal wall	PATO:0000125	mass			
OBA:VT0010457	platelet size trait	CL:0000233	platelet	PATO:0000117	size			
OBA:VT0010458	outer ear area	UBERON:0001691	external ear	PATO:0001323	area			
OBA:VT0010466	prostate mass	UBERON:0002367	prostate gland	PATO:0000125	mass			
OBA:VT0010467	lateral prostate mass	UBERON:0013637	prostate gland lateral lobe	PATO:0000125	mass			
OBA:VT0010468	ventral prostate mass	UBERON:0007615	prostate gland ventral lobe	PATO:0000125	mass			
OBA:VT0010492	left ventricle diameter	UBERON:0002084	heart left ventricle	PATO:0001334	diameter			
OBA:VT0010493	left atrium diameter	UBERON:0002079	left cardiac atrium	PATO:0001334	diameter			
OBA:VT0010495	inguinal lymph node mass	UBERON:0001542	inguinal lymph node	PATO:0000125	mass			
OBA:VT0010496	pituitary gland mass	UBERON:0000007	pituitary gland	PATO:0000125	mass			
OBA:VT0010508	neurocranium mass	UBERON:0001703	neurocranium	PATO:0000125	mass			
OBA:VT0010510	lumbar vertebra mass	UBERON:0002414	lumbar vertebra	PATO:0000125	mass			
OBA:VT0010517	neurocranium size trait	UBERON:0001703	neurocranium	PATO:0000117	size			
OBA:VT0010518	lumbar vertebra size trait	UBERON:0002414	lumbar vertebra	PATO:0000117	size			
OBA:VT0010524	seminal gland mass	UBERON:0000998	seminal vesicle	PATO:0000125	mass			
OBA:VT0015011	white adipocyte size trait	CL:0000448	white fat cell	PATO:0000117	size			
OBA:VT0015026	neuron quantity	CL:0000540	neuron	PATO:0000070	amount			
OBA:VT0015039	body width	UBERON:0000468	multicellular organism	PATO:0000921	width			
OBA:VT0015043	milk amount	UBERON:0001913	milk	PATO:0000918	volume			
OBA:VT0015057	head physiology trait	UBERON:0000033	head	PATO:0001509	functionality			
OBA:VT0015058	brain physiology trait	UBERON:0000955	brain	PATO:0001509	functionality			
OBA:VT0015068	surface structure physiology trait	UBERON:0003102	surface structure	PATO:0001509	functionality			
OBA:VT0015070	appendage physiology trait	UBERON:0000026	appendage	PATO:0001509	functionality			
OBA:VT0100000	humerus size trait	UBERON:0000976	humerus	PATO:0000117	size			
OBA:VT0100001	tibia size trait	UBERON:0000979	tibia	PATO:0000117	size			
OBA:VT0100005	body size trait	UBERON:0000468	multicellular organism	PATO:0000117	size			
OBA:VT0100012	kidney blood vessel physiology trait	UBERON:0003517	kidney blood vessel	PATO:0001509	functionality			
OBA:VT0100017	circulatory system physiology trait	UBERON:0001009	circulatory system	PATO:0001509	functionality			
OBA:VT0100019	integumentary system physiology trait	UBERON:0002416	integumental system	PATO:0001509	functionality			
OBA:VT0100021	mammary alveoli size trait	UBERON:0003214	mammary gland alveolus	PATO:0000117	size			
OBA:VT0100022	mammary alveoli diameter	UBERON:0003214	mammary gland alveolus	PATO:0001334	diameter			
OBA:VT0100027	nipple shape trait	UBERON:0002030	nipple	PATO:0000052	shape			
OBA:VT0100028	nipple diameter	UBERON:0002030	nipple	PATO:0001334	diameter			
OBA:VT0100030	nipple angle	UBERON:0002030	nipple	PATO:0000133	orientation			
OBA:VT0100033	mammary gland circumference	UBERON:0001911	mammary gland	PATO:0001648	circumference			
OBA:VT0100034	mammary gland mass	UBERON:0001911	mammary gland	PATO:0000125	mass			
OBA:VT0100035	udder size trait	UBERON:0013216	udder	PATO:0000117	size			
OBA:VT0100036	mammary alveoli capacity	UBERON:0003214	mammary gland alveolus	PATO:0000918	volume			
OBA:VT1000062	chest circumference	UBERON:0001443	chest	PATO:0001648	circumference			
OBA:VT1000066	hip width	UBERON:0001464	hip	PATO:0000921	width			
OBA:VT1000111	bone mass	UBERON:0001474	bone element	PATO:0000125	mass			
OBA:VT1000120	intercostal muscle thickness	UBERON:0001111	intercostal muscle	PATO:0000915	thickness			
OBA:VT1000121	lumbar vertebra quantity	UBERON:0002414	lumbar vertebra	PATO:0001555	has number of			
OBA:VT1000122	thoracic vertebra quantity	UBERON:0002347	thoracic vertebra	PATO:0001555	has number of			
OBA:VT1000126	adipose thickness	UBERON:0001013	adipose tissue	PATO:0000915	thickness			
OBA:VT1000146	longissimus dorsi mass	UBERON:0001401	longissimus thoracis muscle	PATO:0000125	mass			
OBA:VT1000149	intercostal muscle mass	UBERON:0001111	intercostal muscle	PATO:0000125	mass			
OBA:VT1000190	estrus intensity	GO:0060209	estrus	PATO:0000049	intensity			
OBA:VT1000205	nipple length	UBERON:0002030	nipple	PATO:0000122	length			
OBA:VT1000206	nipple quantity	UBERON:0002030	nipple	PATO:0001555	has number of			
OBA:VT1000210	scrotum circumference	UBERON:0001300	scrotum	PATO:0001648	circumference			
OBA:VT1000220	abdominal adipose amount	UBERON:0007808	adipose tissue of abdominal region	PATO:0000125	mass			
OBA:VT1000223	pectoralis muscle mass	UBERON:0001495	pectoral muscle	PATO:0000125	mass			
OBA:VT1000226	gizzard mass	UBERON:0005052	gizzard	PATO:0000125	mass			
OBA:VT1000276	humerus area	UBERON:0000976	humerus	PATO:0001323	area			
OBA:VT1000280	humerus width	UBERON:0000976	humerus	PATO:0000921	width			
OBA:VT1000281	tibia area	UBERON:0000979	tibia	PATO:0001323	area			
OBA:VT1000284	tibia strength trait	UBERON:0000979	tibia	PATO:0001230	strength			
OBA:VT1000286	tibia elasticity trait	UBERON:0000979	tibia	PATO:0001031	elasticity			
OBA:VT1000289	tibia width	UBERON:0000979	tibia	PATO:0000921	width			
OBA:VT1000294	egg quantity	CL:0000025	egg cell	PATO:0000070	amount			
OBA:VT1000361	cannon bone circumference	UBERON:0003647	metacarpal bone of digit 3	PATO:0001648	circumference			
OBA:VT1000369	femur size trait	UBERON:0000981	femur	PATO:0000117	size			
OBA:VT1000414	diaphragm mass	UBERON:0001103	diaphragm	PATO:0000125	mass			
OBA:VT1000420	head mass	UBERON:0000033	head	PATO:0000125	mass			
OBA:VT1000421	small intestine length	UBERON:0002108	small intestine	PATO:0000122	length			
OBA:VT1000425	skin mass	UBERON:0000014	zone of skin	PATO:0000125	mass			
OBA:VT1000435	muscle conductivity trait	UBERON:0001630	muscle organ	PATO:0001585	conductivity			
OBA:VT1000436	skeletal muscle conductivity trait	UBERON:0001134	skeletal muscle tissue	PATO:0001585	conductivity			
OBA:VT1000574	longissimus dorsi muscle area	UBERON:0001401	longissimus thoracis muscle	PATO:0001323	area			
OBA:VT1000575	longissimus dorsi muscle thickness	UBERON:0004277	eye muscle	PATO:0001595	depth			
OBA:VT1000578	longissimus dorsi length	UBERON:0001401	longissimus thoracis muscle	PATO:0000122	length			
OBA:VT1000612	type IIb muscle fiber quantity	CL:0002215	type IIb muscle cell	PATO:0000070	amount			
OBA:VT1000639	uterine horn length	UBERON:0002247	uterine horn	PATO:0000122	length			
OBA:VT1000640	uterine horn mass	UBERON:0002247	uterine horn	PATO:0000125	mass			
OBA:VT1000641	ovary mass	UBERON:0000992	female gonad	PATO:0000125	mass			
OBA:VT1000642	uterus length	UBERON:0000995	uterus	PATO:0000122	length			
OBA:VT1000644	testes mass	UBERON:0000473	testis	PATO:0000125	mass			
OBA:VT1000653	lactation duration	GO:0007595	lactation	PATO:0000122	length			
OBA:VT1000666	femur width	UBERON:0000981	femur	PATO:0000921	width			
OBA:VT1000686	paw/hand/foot/hoof mass	UBERON:0002470	autopod region	PATO:0000125	mass			
OBA:VT1000687	forelimb mass	UBERON:0002102	forelimb	PATO:0000125	mass			
OBA:VT1000688	metatarsus mass	UBERON:0001448	metatarsal bone	PATO:0000125	mass			
OBA:VT1000689	hindlimb mass	UBERON:0002103	hindlimb	PATO:0000125	mass			
OBA:VT1000703	udder height, floor to tarsal joint	UBERON:0013216	udder	PATO:0001595	depth			
OBA:VT1000704	mammary gland length	UBERON:0001911	mammary gland	PATO:0000119	height			
OBA:VT1000705	mammary gland width	UBERON:0001911	mammary gland	PATO:0000921	width			
OBA:VT1000711	abdominal fat pad mass	UBERON:0003427	abdominal fat pad	PATO:0000125	mass			
OBA:VT1000712	skeletal muscle mass	UBERON:0001134	skeletal muscle tissue	PATO:0000125	mass			
OBA:VT1000731	chest width	UBERON:0001443	chest	PATO:0000921	width			
OBA:VT1000732	chest depth	UBERON:0001443	chest	PATO:0001595	depth			
OBA:VT1000735	hoof angle	UBERON:0002387	pes	PATO:0000133	orientation			
OBA:VT1000740	rump width	UBERON:0005473	sacral region	PATO:0000921	width			
OBA:VT1000741	rump angle	UBERON:0005473	sacral region	PATO:0002326	angle			
OBA:VT1000742	sarcomere length	GO:0030017	sarcomere	PATO:0000122	length			
OBA:VT1000743	skeletal muscle fiber quantity	CL:0000188	cell of skeletal muscle	PATO:0001555	has number of			
OBA:VT1000747	type I muscle fiber quantity	CL:0002211	type I muscle cell	PATO:0000070	amount			
OBA:VT1000748	type IIa muscle fiber quantity	CL:0002214	type IIa muscle cell	PATO:0000070	amount			
OBA:VT2000000	arterial blood pressure trait	UBERON:0013755	arterial blood	PATO:0001025	pressure			
OBA:VT2000001	capillary blood pressure trait	UBERON:0013757	capillary blood	PATO:0001025	pressure			
OBA:VT2000002	venous blood pressure trait	UBERON:0013756	venous blood	PATO:0001025	pressure			
OBA:VT2000018	heart muscle contractility trait	UBERON:0002349	myocardium	PATO:0001579	contractility			
OBA:VT3000004	blood viscosity trait	UBERON:0000178	blood	PATO:0000992	viscosity			
OBA:VT4000007	coat/hair physiology trait	UBERON:0001037	strand of hair	PATO:0001509	functionality			
OBA:VT0001525	balance trait	UBERON:0000468	multicellular organism	PATO:0000185	balance			
OBA:VT0001923	female fertility trait	UBERON:0003100	female organism	PATO:0000277	female fertility			
OBA:VT0005402	action potential trait	GO:0005886	plasma membrane	PATO:0001463	action potential			
OBA:VT0010464	fertility trait	UBERON:0000468	multicellular organism	PATO:0000274	fertility			
OBA:VT0000666	prostate duct quantity	UBERON:0002485	prostate duct	PATO:0000070	amount			
OBA:VT0003092	corneal stroma thickness	UBERON:0001777	substantia propria of cornea	PATO:0000915	thickness			
OBA:VT0003713	ear rotation	UBERON:0001690	ear	PATO:0001599	rotated			
OBA:VT0004313	vestibulocochlear ganglion size	UBERON:0002827	vestibulocochlear ganglion	PATO:0000117	size			
OBA:VT0010020	seminiferous tubule diameter	UBERON:0001343	seminiferous tubule of testis	PATO:0001334	diameter			
OBA:VT0010143	nerve fiber quantity	UBERON:0006134	nerve fiber	PATO:0000070	amount			
OBA:VT0010422	femoral fat pad mass	UBERON:0012283	femoral fat pad	PATO:0000125	mass			
OBA:VT0010427	mesenteric fat pad mass	UBERON:0015143	mesenteric fat pad	PATO:0000125	mass			
OBA:VT0010429	renal fat pad mass	UBERON:0014464	renal fat pad	PATO:0000125	mass			
OBA:VT0010538	lateral septum size	UBERON:0002667	lateral septal nucleus	PATO:0000117	size			
OBA:VT0010542	enamel thickness	UBERON:0001752	enamel	PATO:0000915	thickness			
OBA:VT0010570	lumbar vertebra area	UBERON:0002414	lumbar vertebra	PATO:0001323	area			
OBA:VT0010573	vertebra strength	UBERON:0002412	vertebra	PATO:0001230	strength			
OBA:VT0010574	lumbar vertebra strength	UBERON:0002414	lumbar vertebra	PATO:0001230	strength			
OBA:VT0010608	thyroid gland mass	UBERON:0002046	thyroid gland	PATO:0000125	mass			
OBA:VT0010610	areola quantity	UBERON:0002032	areola	PATO:0000070	amount			
OBA:VT0010611	uterus mass	UBERON:0000995	uterus	PATO:0000125	mass			
OBA:VT0010613	cranium size	UBERON:0003128	cranium	PATO:0000117	size			
OBA:VT0010614	cranium mass	UBERON:0003128	cranium	PATO:0000125	mass			
OBA:VT0010629	bulbourethral gland mass	UBERON:0002366	bulbo-urethral gland	PATO:0000125	mass			
OBA:VT0010645	biceps brachii mass	UBERON:0001507	biceps brachii	PATO:0000125	mass			
OBA:VT0010646	biceps femoris muscle mass	UBERON:0001374	biceps femoris	PATO:0000125	mass			
OBA:VT0010655	feather length	UBERON:0000022	feather	PATO:0000122	length			
OBA:VT0010657	comb size	UBERON:0012176	comb	PATO:0000117	size			
OBA:VT0010658	comb shape	UBERON:0012176	comb	PATO:0000052	shape			
OBA:VT0010660	feather tract width	UBERON:0013512	row of feathers	PATO:0000921	width			
OBA:VT0010664	semimembranosus mass	UBERON:0001381	semimembranosus muscle	PATO:0000125	mass			
OBA:VT0010665	gluteus medius mass	UBERON:0001371	gluteus medius	PATO:0000125	mass			
OBA:VT0010669	longissimus thoracis width	UBERON:0001401	longissimus thoracis muscle	PATO:0000921	width			
OBA:VT0010672	tarsometatarsus mass	UBERON:0008195	tarsometatarsus	PATO:0000125	mass			
OBA:VT0010673	tarsometatarsus length	UBERON:0008195	tarsometatarsus	PATO:0000122	length			
OBA:VT0010674	tarsometatarsus circumference	UBERON:0008195	tarsometatarsus	PATO:0001648	circumference			
OBA:VT0010675	semimembranosus size	UBERON:0001381	semimembranosus muscle	PATO:0000117	size			
OBA:VT0010676	semimembranosus width	UBERON:0001381	semimembranosus muscle	PATO:0000921	width			
OBA:VT0010679	tarsometatarsus diameter	UBERON:0008195	tarsometatarsus	PATO:0001334	diameter			
OBA:VT1000733	heel depth	UBERON:0015875	heel	PATO:0001595	depth			
OBA:0000009	RNA stability	SO:0000356	RNA	OBA:0001001	macromolecular stability			
OBA:0000046	cardiac muscle cell membrane potential	CL:0000746	cardiac muscle cell	OBA:0000099	membrane potential			
OBA:0000100	photoreceptor cell membrane potential	CL:0000210	photoreceptor cell	OBA:0000099	membrane potential			
OBA:0000072	follicle cell microvillus length	CL:0000477	follicle cell	OBA:0000102	microvillus length			
OBA:0000093	mRNA stability	SO:0000234	mRNA	OBA:0001001	macromolecular stability			
OBA:0000105	mitochondrial membrane potential	GO:0031966	mitochondrial membrane	PATO:0001462	membrane potential			
OBA:0000114	neuronal synaptic plasticity	CL:0000540	neuron	OBA:0000141	synaptic plasticity			
OBA:0000125	post-synaptic membrane potential	GO:0045211	postsynaptic membrane	PATO:0001462	membrane potential			
OBA:0000129	rRNA stability	SO:0000252	rRNA	OBA:0001001	macromolecular stability			
OBA:0000110	muscle filament sliding speed	GO:0030049	muscle filament sliding	PATO:0000008	speed			
OBA:0000183	blood vessel diameter	UBERON:0001981	blood vessel	PATO:0001334	diameter			
OBA:0002000		UBERON:0002113	kidney	PATO:0000141	structure			
OBA:0002001		UBERON:0001556	lower urinary tract	PATO:0000117	size			
OBA:0002002		UBERON:0000473	testis	PATO:0002181	displaced			
OBA:0002003		UBERON:0000468	multicellular organism	PATO:0001894	phenotypic sex			
OBA:0002004		UBERON:0012240	urethral meatus	PATO:0002181	displaced			
OBA:0002005		UBERON:0004176	external genitalia	PATO:0000070	amount			
OBA:0002006		UBERON:0001300	scrotum	PATO:0002005	concavity			
OBA:0002007		UBERON:0000990	reproductive system	PATO:0000117	size			
OBA:0002008		UBERON:0000057	urethra	PATO:0000136	closure			
OBA:0002009		UBERON:0004100	renal collecting system	PATO:0000070	amount			
OBA:0002010		UBERON:0002113	kidney	PATO:0002181	displaced			
OBA:0002011		GO:0060073	micturition	PATO:0000161	rate			
OBA:0002012		UBERON:0002113	kidney	PATO:0000070	amount			
OBA:0002013		UBERON:0002113	kidney	PATO:0000025	composition			
OBA:0002014		UBERON:0001231	nephron tubule	PATO:0001509	functionality			
OBA:0002015		UBERON:0001224	renal pelvis	PATO:0000117	size			
OBA:0002016		UBERON:0000991	gonad	PATO:0000141	structure			
OBA:0002017		UBERON:0000991	gonad	PATO:0000117	size			
OBA:0002018		UBERON:0000995	uterus	PATO:0002005	concavity			
OBA:0002019		UBERON:0000995	uterus	PATO:0000140	position			
OBA:0002020		GO:0042703	menstruation	PATO:0000070	amount			
OBA:0002021		UBERON:0000992	female gonad	PATO:0000141	structure			
OBA:0002022		UBERON:0000996	vagina	PATO:0000136	closure			
OBA:0002023		UBERON:0000995	uterus	PATO:0000070	amount			
OBA:0002024		UBERON:0000165	mouth	PATO:0000117	size			
OBA:0002025		UBERON:0001723	tongue	PATO:0000117	size			
OBA:0002026		UBERON:0001723	tongue	PATO:0002181	displaced			
OBA:0002027		UBERON:0001716	secondary palate	PATO:0000136	closure			
OBA:0002028		UBERON:0012074	bony part of hard palate	PATO:0000136	closure			
OBA:0002029		UBERON:0001835	lower lip	PATO:0000140	position			
OBA:0002030		UBERON:0001733	soft palate	PATO:0000136	closure			
OBA:0002031		UBERON:0004103	alveolar ridge	PATO:0000117	size			
OBA:0002032		UBERON:0001834	upper lip	PATO:0000122	length			
OBA:0002033		UBERON:0001716	secondary palate	PATO:0000117	size			
OBA:0002034		UBERON:0001734	palatine uvula	PATO:0002005	concavity			
OBA:0002035		UBERON:0000165	mouth	PATO:0000136	closure			
OBA:0002036		UBERON:0006689	frenulum of tongue	PATO:0000122	length			
OBA:0002037		UBERON:0001834	upper lip	PATO:0000136	closure			
OBA:0002038		UBERON:0000165	mouth	PATO:0002006	2-D shape			
OBA:0002039		UBERON:0001828	gingiva	PATO:0000117	size			
OBA:0002040		UBERON:0001834	upper lip	PATO:0000140	position			
OBA:0002041		UBERON:0004527	alveolar process of maxilla	PATO:0000117	size			
OBA:0002042		UBERON:0000165	mouth	PATO:0001822	wetness			
OBA:0002043		UBERON:0001716	secondary palate	PATO:0000119	height			
OBA:0002044		UBERON:0001834	upper lip	PATO:0000117	size			
OBA:0002045		UBERON:0001723	tongue	PATO:0000150	texture			
OBA:0002046		UBERON:0001835	lower lip	PATO:0000060	spatial pattern			
OBA:0002047		UBERON:0002510	anterior fontanel	PATO:0000117	size			
OBA:0002048		UBERON:0002221	fontanelle	PATO:0000117	size			
OBA:0002049		UBERON:0000210	tetrapod parietal bone	PATO:0000140	position			
OBA:0002050		UBERON:0000033	head	PATO:0002006	2-D shape			
OBA:0002051		UBERON:0004339	vault of skull	PATO:0001019	mass density			
OBA:0002052		UBERON:0001676	occipital bone	PATO:0000140	position			
OBA:0002053		UBERON:0002221	fontanelle	PATO:0002325	onset quality			
OBA:0002054		UBERON:0001683	jugal bone	PATO:0000117	size			
OBA:0002055		UBERON:0001456	face	PATO:0000117	size			
OBA:0002056		UBERON:0001456	face	PATO:0000122	length			
OBA:0002057		UBERON:0001684	mandible	PATO:0002181	displaced			
OBA:0002058		UBERON:0001456	face	PATO:0000150	texture			
OBA:0002059		UBERON:0001456	face	PATO:0000025	composition			
OBA:0002060		UBERON:0013766	epicanthal fold	PATO:0000122	length			
OBA:0002061		UBERON:0005402	philtrum	PATO:0000117	size			
OBA:0002062		UBERON:0001456	face	PATO:0002007	convex 3-D shape			
OBA:0002063		UBERON:0001684	mandible	PATO:0000140	position			
OBA:0002064		UBERON:0008199	chin	PATO:0000944	sharpness			
OBA:0002065		UBERON:0001456	face	PATO:0002006	2-D shape			
OBA:0002066		UBERON:0005402	philtrum	PATO:0001591	curvature			
OBA:0002067		UBERON:0001456	face	PATO:0000965	symmetry			
OBA:0002068		UBERON:0002397	maxilla	PATO:0000117	size			
OBA:0002069		UBERON:0008199	chin	PATO:0000122	length			
OBA:0002070		UBERON:0008200	forehead	PATO:0000117	size			
OBA:0002071		UBERON:0008200	forehead	PATO:0000052	shape			
