defined_class	defined_class_name	entity	entity_name	attribute	attribute_name
OBA:VT0004234	masticatory muscle morphology trait	UBERON:0003681	masticatory muscle	PATO:0000051	morphology
OBA:VT0004235	masseter muscle morphology trait	UBERON:0001597	masseter muscle	PATO:0000051	morphology
OBA:VT0004237	pterygoid muscle morphology trait	UBERON:0006720	pterygoid muscle	PATO:0000051	morphology
OBA:VT0004239	temporalis muscle morphology trait	UBERON:0001598	temporalis muscle	PATO:0000051	morphology
OBA:VT0004242	plasmacytoid dendritic cell morphology trait	CL:0000784	plasmacytoid dendritic cell	PATO:0000051	morphology
OBA:VT0004246	extensor digitorum longus morphology trait	UBERON:0001386	extensor digitorum longus	PATO:0000051	morphology
OBA:VT0004248	epaxial muscle morphology trait	UBERON:0003900	epaxial myotome region	PATO:0000051	morphology
OBA:VT0004249	crista ampullaris morphology trait	UBERON:0004721	crista ampullaris	PATO:0000051	morphology
OBA:VT0004256	placenta maternal decidual layer morphology trait	UBERON:0002450	decidua	PATO:0000051	morphology
OBA:VT0004261	embryonic neuroepithelium morphology trait	UBERON:0004022	germinal neuroepithelium	PATO:0000051	morphology
OBA:VT0004267	optic tract morphology trait	UBERON:0001908	optic tract	PATO:0000051	morphology
OBA:VT0004268	optic stalk morphology trait	UBERON:0003098	optic stalk	PATO:0000051	morphology
OBA:VT0004269	optic cup morphology trait	UBERON:0003072	optic cup	PATO:0000051	morphology
OBA:VT0004272	basement membrane morphology trait	GO:0005604	basement membrane	PATO:0000051	morphology
OBA:VT0004273	basal lamina morphology trait	UBERON:0000482	basal lamina of epithelium	PATO:0000051	morphology
OBA:VT0004274	embryonic/fetal subventricular zone morphology trait	UBERON:0004023	ganglionic eminence	PATO:0000051	morphology
OBA:VT0004275	postnatal subventricular zone morphology trait	UBERON:0004922	postnatal subventricular zone	PATO:0000051	morphology
OBA:VT0004276	medial ganglionic eminence morphology trait	UBERON:0004024	medial ganglionic eminence	PATO:0000051	morphology
OBA:VT0004277	lateral ganglionic eminence morphology trait	UBERON:0004025	lateral ganglionic eminence	PATO:0000051	morphology
OBA:VT0004278	caudal ganglionic eminence morphology trait	UBERON:0004026	caudal ganglionic eminence	PATO:0000051	morphology
OBA:VT0004280	oculomotor nucleus morphology trait	UBERON:0001715	oculomotor nuclear complex	PATO:0000051	morphology
OBA:VT0004281	hypoglossal nucleus morphology trait	UBERON:0002871	hypoglossal nucleus	PATO:0000051	morphology
OBA:VT0004284	Descemet membrane morphology trait	UBERON:0004367	Descemet's membrane	PATO:0000051	morphology
OBA:VT0004286	internal auditory canal morphology trait	UBERON:0011859	internal acoustic meatus	PATO:0000051	morphology
OBA:VT0004287	spiral limbus morphology trait	UBERON:0002276	lamina of spiral limbus	PATO:0000051	morphology
OBA:VT0004288	spiral ligament morphology trait	UBERON:0006725	spiral ligament	PATO:0000051	morphology
OBA:VT0004289	bony labyrinth morphology trait	UBERON:0001839	bony labyrinth	PATO:0000051	morphology
OBA:VT0004290	stapes footpiece morphology trait	UBERON:0002496	stapes base	PATO:0000051	morphology
OBA:VT0004293	type I spiral ligament fibrocyte morphology trait	CL:0002670	type 1 otic fibrocyte	PATO:0000051	morphology
OBA:VT0004294	type II spiral ligament fibrocyte morphology trait	CL:0002666	type 2 otic fibrocyte	PATO:0000051	morphology
OBA:VT0004295	type III spiral ligament fibrocyte morphology trait	CL:0002669	type 3 otic fibrocyte	PATO:0000051	morphology
OBA:VT0004296	type IV spiral ligament fibrocyte morphology trait	CL:0002668	type 4 otic fibrocyte	PATO:0000051	morphology
OBA:VT0004297	proprioceptive neuron morphology trait	CL:1001451	sensory neuron of dorsal root ganglion	PATO:0000051	morphology
OBA:VT0004300	organ of Corti supporting cell morphology trait	CL:0002490	organ of Corti supporting cell	PATO:0000051	morphology
OBA:VT0004302	Deiters cell morphology trait	CL:0000635	Deiter's cell	PATO:0000051	morphology
OBA:VT0004303	Hensen cell morphology trait	CL:0000633	Hensen cell	PATO:0000051	morphology
OBA:VT0004305	Rosenthal canal morphology trait	UBERON:0006106	cochlear canal	PATO:0000051	morphology
OBA:VT0004308	basilar membrane morphology trait	UBERON:0002226	basilar membrane of cochlea	PATO:0000051	morphology
OBA:VT0004322	sternebra morphology trait	UBERON:0002208	sternebra	PATO:0000051	morphology
OBA:VT0004330	saccular macula morphology trait	UBERON:0002212	macula of saccule of membranous labyrinth	PATO:0000051	morphology
OBA:VT0004333	utricular macula morphology trait	UBERON:0002214	macula of utricle of membranous labyrinth	PATO:0000051	morphology
OBA:VT0004345	acromion morphology trait	UBERON:0002497	acromion	PATO:0000051	morphology
OBA:VT0004347	scapular spine morphology trait	UBERON:0004651	scapula spine	PATO:0000051	morphology
OBA:VT0004353	deltoid tuberosity morphology trait	UBERON:0002498	deltopectoral crest	PATO:0000051	morphology
OBA:VT0004365	strial basal cell morphology trait	CL:0002493	strial basal cell	PATO:0000051	morphology
OBA:VT0004366	strial marginal cell morphology trait	CL:0002492	strial marginal cell	PATO:0000051	morphology
OBA:VT0004367	strial intermediate cell morphology trait	CL:0002486	strial intermediate cell	PATO:0000051	morphology
OBA:VT0004387	prechordal plate morphology trait	UBERON:0003063	prechordal plate	PATO:0000051	morphology
OBA:VT0004389	respiratory bronchiole morphology trait	UBERON:0002188	respiratory bronchiole	PATO:0000051	morphology
OBA:VT0004390	bronchoalveolar duct junction morphology trait	UBERON:0004903	bronchoalveolar duct junction	PATO:0000051	morphology
OBA:VT0004391	respiratory conducting tube morphology trait	UBERON:0000117	respiratory tube	PATO:0000051	morphology
OBA:VT0004393	cochlear inner hair cell morphology trait	CL:0000589	cochlear inner hair cell	PATO:0000051	morphology
OBA:VT0004399	cochlear outer hair cell morphology trait	CL:0000601	outer hair cell	PATO:0000051	morphology
OBA:VT0004409	ampullary crest neuroepithelium morphology trait	UBERON:0006935	crista ampullaris neuroepithelium	PATO:0000051	morphology
OBA:VT0004423	squama temporalis morphology trait	UBERON:0001695	squamous part of temporal bone	PATO:0000051	morphology
OBA:VT0004425	otolith organ morphology trait	UBERON:0002518	otolith organ	PATO:0000051	morphology
OBA:VT0004426	cochlear labyrinth morphology trait	UBERON:0002499	cochlear labyrinth	PATO:0000051	morphology
OBA:VT0004427	vestibular labyrinth morphology trait	UBERON:0001862	vestibular labyrinth	PATO:0000051	morphology
OBA:VT0004430	Claudius cell morphology trait	CL:0000634	Claudius cell	PATO:0000051	morphology
OBA:VT0004448	presphenoid bone morphology trait	UBERON:0008828	presphenoid bone	PATO:0000051	morphology
OBA:VT0004452	pterygoid process morphology trait	UBERON:0004649	sphenoid bone pterygoid process	PATO:0000051	morphology
OBA:VT0004453	pterygoid bone morphology trait	UBERON:0010389	pterygoid bone	PATO:0000051	morphology
OBA:VT0004457	orbitosphenoid morphology trait	UBERON:0002478	orbitosphenoid	PATO:0000051	morphology
OBA:VT0004469	zygomatic arch morphology trait	UBERON:0002500	zygomatic arch	PATO:0000051	morphology
OBA:VT0004479	oval window morphology trait	UBERON:0002501	oval window	PATO:0000051	morphology
OBA:VT0004480	round window morphology trait	UBERON:0002502	round window of inner ear	PATO:0000051	morphology
OBA:VT0004481	conjunctival epithelium morphology trait	UBERON:0006763	epithelium of conjunctiva	PATO:0000051	morphology
OBA:VT0004482	interdental cell morphology trait	CL:0002172	interdental cell of cochlea	PATO:0000051	morphology
OBA:VT0004939	B cell morphology trait	CL:0000236	B cell	PATO:0000051	morphology
OBA:VT0004940	B-1 B cell morphology trait	CL:0000819	B-1 B cell	PATO:0000051	morphology
OBA:VT0004941	regulatory T cell morphology trait	CL:0000815	regulatory T cell	PATO:0000051	morphology
OBA:VT0005019	early pro-B cell morphology trait	CL:0002046	early pro-B cell	PATO:0000051	morphology
OBA:VT0005020	late pro-B cell morphology trait	CL:0002048	late pro-B cell	PATO:0000051	morphology
OBA:VT0005022	immature B cell morphology trait	CL:0000816	immature B cell	PATO:0000051	morphology
OBA:VT0005028	trophectoderm morphology trait	UBERON:0004345	trophectoderm	PATO:0000051	morphology
OBA:VT0005029	amnion morphology trait	UBERON:0000305	amnion	PATO:0000051	morphology
OBA:VT0005031	trophoblast layer morphology trait	UBERON:0000088	trophoblast	PATO:0000051	morphology
OBA:VT0005032	ectoplacental cone morphology trait	UBERON:0004364	ectoplacental cone	PATO:0000051	morphology
OBA:VT0005033	trophoblast giant cell morphology trait	CL:0002488	trophoblast giant cell	PATO:0000051	morphology
OBA:VT0005034	anus morphology trait	UBERON:0001245	anus	PATO:0000051	morphology
OBA:VT0005061	eosinophil morphology trait	CL:0000771	eosinophil	PATO:0000051	morphology
OBA:VT0005065	neutrophil morphology trait	CL:0000775	neutrophil	PATO:0000051	morphology
OBA:VT0005068	NK cell morphology trait	CL:0000623	natural killer cell	PATO:0000051	morphology
OBA:VT0005081	dermis stratum reticulare morphology trait	UBERON:0001993	reticular layer of dermis	PATO:0000051	morphology
OBA:VT0005082	epidermis stratum lucidum morphology trait	UBERON:0002071	stratum lucidum of epidermis	PATO:0000051	morphology
OBA:VT0005083	biliary tract morphology trait	UBERON:0001173	biliary tree	PATO:0000051	morphology
OBA:VT0005084	gall bladder morphology trait	UBERON:0002110	gall bladder	PATO:0000051	morphology
OBA:VT0005098	choroid morphology trait	UBERON:0001776	optic choroid	PATO:0000051	morphology
OBA:VT0005099	ciliary body morphology trait	UBERON:0001775	ciliary body	PATO:0000051	morphology
OBA:VT0005104	tarsus morphology trait	UBERON:0004454	tarsal region	PATO:0000051	morphology
OBA:VT0005105	auditory ossicle morphology trait	UBERON:0001686	auditory ossicle bone	PATO:0000051	morphology
OBA:VT0005106	incus morphology trait	UBERON:0001688	incus bone	PATO:0000051	morphology
OBA:VT0005107	stapes morphology trait	UBERON:0001687	stapes bone	PATO:0000051	morphology
OBA:VT0005108	ulna morphology trait	UBERON:0001424	ulna	PATO:0000051	morphology
OBA:VT0005109	talus morphology trait	UBERON:0002395	talus	PATO:0000051	morphology
OBA:VT0005112	anterior horn morphology trait	UBERON:0002257	ventral horn of spinal cord	PATO:0000051	morphology
OBA:VT0005149	gubernaculum morphology trait	UBERON:0004346	gubernaculum (male or female)	PATO:0000051	morphology
OBA:VT0005187	penis morphology trait	UBERON:0000989	penis	PATO:0000051	morphology
OBA:VT0005193	anterior eye segment morphology trait	UBERON:0001801	anterior segment of eyeball	PATO:0000051	morphology
OBA:VT0005194	anterior uvea morphology trait	UBERON:0011892	anterior uvea	PATO:0000051	morphology
OBA:VT0005195	posterior eye segment morphology trait	UBERON:0001802	posterior segment of eyeball	PATO:0000051	morphology
OBA:VT0005197	uvea morphology trait	UBERON:0001768	uvea	PATO:0000051	morphology
OBA:VT0005198	aqueous drainage system morphology trait	UBERON:0003956	aqueous drainage system	PATO:0000051	morphology
OBA:VT0005201	retinal pigment epithelium morphology trait	UBERON:0001782	pigmented layer of retina	PATO:0000051	morphology
OBA:VT0005203	trabecular meshwork morphology trait	UBERON:0005969	eye trabecular meshwork	PATO:0000051	morphology
OBA:VT0005204	canal of Schlemm morphology trait	UBERON:0004029	canal of Schlemm	PATO:0000051	morphology
OBA:VT0005205	eye anterior chamber morphology trait	UBERON:0001766	anterior chamber of eyeball	PATO:0000051	morphology
OBA:VT0005206	aqueous humor morphology trait	UBERON:0001796	aqueous humor of eyeball	PATO:0000051	morphology
OBA:VT0005207	aqueous vein morphology trait	UBERON:0004030	aqueous vein	PATO:0000051	morphology
OBA:VT0005208	iris stroma morphology trait	UBERON:0001779	iris stroma	PATO:0000051	morphology
OBA:VT0005209	gastric mucosa morphology trait	UBERON:0001199	mucosa of stomach	PATO:0000051	morphology
OBA:VT0005215	islet of Langerhans morphology trait	UBERON:0000006	islet of Langerhans	PATO:0000051	morphology
OBA:VT0005216	pancreatic alpha cell morphology trait	CL:0000171	pancreatic A cell	PATO:0000051	morphology
OBA:VT0005217	pancreatic beta cell morphology trait	CL:0000169	type B pancreatic cell	PATO:0000051	morphology
OBA:VT0005218	pancreatic delta cell morphology trait	CL:0000173	pancreatic D cell	PATO:0000051	morphology
OBA:VT0005220	exocrine pancreas morphology trait	UBERON:0000017	exocrine pancreas	PATO:0000051	morphology
OBA:VT0005231	brachial lymph node morphology trait	UBERON:0002525	brachial lymph node	PATO:0000051	morphology
OBA:VT0005232	mesenteric lymph node morphology trait	UBERON:0002509	mesenteric lymph node	PATO:0000051	morphology
OBA:VT0005235	olfactory lobe morphology trait	UBERON:0005366	olfactory lobe	PATO:0000051	morphology
OBA:VT0005236	olfactory nerve morphology trait	UBERON:0001579	olfactory nerve	PATO:0000051	morphology
OBA:VT0005237	olfactory tract morphology trait	UBERON:0002265	olfactory tract	PATO:0000051	morphology
OBA:VT0005239	Bruch membrane morphology trait	UBERON:0003957	Bruch's membrane	PATO:0000051	morphology
OBA:VT0005240	amacrine cell morphology trait	CL:0000561	amacrine cell	PATO:0000051	morphology
OBA:VT0005241	retinal ganglion layer morphology trait	UBERON:0001792	ganglionic layer of retina	PATO:0000051	morphology
OBA:VT0005246	orbit morphology trait	UBERON:0001697	orbit of skull	PATO:0000051	morphology
OBA:VT0005247	extraocular muscle morphology trait	UBERON:0001601	extra-ocular muscle	PATO:0000051	morphology
OBA:VT0005248	Harderian gland morphology trait	UBERON:0004187	Harderian gland	PATO:0000051	morphology
OBA:VT0005249	palatine bone morphology trait	UBERON:0001682	palatine bone	PATO:0000051	morphology
OBA:VT0005252	meibomian gland morphology trait	UBERON:0001818	tarsal gland	PATO:0000051	morphology
OBA:VT0005267	olfactory cortex morphology trait	UBERON:0002894	olfactory cortex	PATO:0000051	morphology
OBA:VT0005269	occipital bone morphology trait	UBERON:0001676	occipital bone	PATO:0000051	morphology
OBA:VT0005270	zygomatic bone morphology trait	UBERON:0001683	jugal bone	PATO:0000051	morphology
OBA:VT0005271	lacrimal bone morphology trait	UBERON:0001680	lacrimal bone	PATO:0000051	morphology
OBA:VT0005272	temporal bone morphology trait	UBERON:0001678	temporal bone	PATO:0000051	morphology
OBA:VT0005273	cranial base morphology trait	UBERON:0002517	basicranium	PATO:0000051	morphology
OBA:VT0005274		UBERON:0011156	facial skeleton	PATO:0000051	morphology
OBA:VT0005277	brainstem morphology trait	UBERON:0002298	brainstem	PATO:0000051	morphology
OBA:VT0005294	heart ventricle morphology trait	UBERON:0002082	cardiac ventricle	PATO:0000051	morphology
OBA:VT0005296	humerus morphology trait	UBERON:0000976	humerus	PATO:0000051	morphology
OBA:VT0005298	clavicle morphology trait	UBERON:0001105	clavicle bone	PATO:0000051	morphology
OBA:VT0005299	eye posterior chamber morphology trait	UBERON:0001767	posterior chamber of eyeball	PATO:0000051	morphology
OBA:VT0005300	corneal stroma morphology trait	UBERON:0001777	substantia propria of cornea	PATO:0000051	morphology
OBA:VT0005301	corneal endothelium morphology trait	UBERON:0001985	corneal endothelium	PATO:0000051	morphology
OBA:VT0005306	phalanx morphology trait	UBERON:0003221	phalanx	PATO:0000051	morphology
OBA:VT0005325	glomerulus morphology trait	UBERON:0004212	glomerular capillary	PATO:0000051	morphology
OBA:VT0005326	podocyte morphology trait	CL:0000653	glomerular visceral epithelial cell	PATO:0000051	morphology
OBA:VT0005327	mesangial cell morphology trait	CL:0000650	mesangial cell	PATO:0000051	morphology
OBA:VT0005329	heart muscle morphology trait	UBERON:0002349	myocardium	PATO:0000051	morphology
OBA:VT0005334	fat pad morphology trait	UBERON:0003916	fat pad	PATO:0000051	morphology
OBA:VT0005335	gonadal fat pad morphology trait	UBERON:0003428	gonadal fat pad	PATO:0000051	morphology
OBA:VT0005336	inguinal fat pad morphology trait	UBERON:0010410	inguinal fat pad	PATO:0000051	morphology
OBA:VT0005337	retroperitoneal fat pad morphology trait	UBERON:0010411	retroperitoneal fat pad	PATO:0000051	morphology
OBA:VT0005353	patella morphology trait	UBERON:0002446	patella	PATO:0000051	morphology
OBA:VT0005354	ilium morphology trait	UBERON:0001273	ilium	PATO:0000051	morphology
OBA:VT0005358	incisor morphology trait	UBERON:0001098	incisor tooth	PATO:0000051	morphology
OBA:VT0005404	axon morphology trait	GO:0030424	axon	PATO:0000051	morphology
OBA:VT0005432	pro-B cell morphology trait	CL:0000826	pro-B cell	PATO:0000051	morphology
OBA:VT0005461	dendritic cell morphology trait	CL:0000451	dendritic cell	PATO:0000051	morphology
OBA:VT0005499	olfactory system morphology trait	UBERON:0000005	chemosensory organ	PATO:0000051	morphology
OBA:VT0005500	gustatory system morphology trait	UBERON:0001033	gustatory system	PATO:0000051	morphology
OBA:VT0005503	tendon morphology trait	UBERON:0000043	tendon	PATO:0000051	morphology
OBA:VT0005504	ligament morphology trait	UBERON:0000211	ligament	PATO:0000051	morphology
OBA:VT0005537	cerebral aqueduct morphology trait	UBERON:0002289	midbrain cerebral aqueduct	PATO:0000051	morphology
OBA:VT0005547	Muller cell morphology trait	CL:0000636	Mueller cell	PATO:0000051	morphology
OBA:VT0005592	blood vessel smooth muscle morphology trait	UBERON:0004237	blood vessel smooth muscle	PATO:0000051	morphology
OBA:VT0005623	meninges morphology trait	UBERON:0002360	meninx	PATO:0000051	morphology
OBA:VT0005650	limb bud morphology trait	UBERON:0004347	limb bud	PATO:0000051	morphology
OBA:VT0005651	gonad rudiment morphology trait	UBERON:0009117	indifferent gonad	PATO:0000051	morphology
OBA:VT0005657	neural plate morphology trait	UBERON:0003075	neural plate	PATO:0000051	morphology
OBA:VT0006000	corneal epithelium morphology trait	UBERON:0001772	corneal epithelium	PATO:0000051	morphology
OBA:VT0006004	interneuron morphology trait	CL:0000099	interneuron	PATO:0000051	morphology
OBA:VT0006007	basal ganglion morphology trait	UBERON:0002420	basal ganglion	PATO:0000051	morphology
OBA:VT0006011	endolymphatic duct morphology trait	UBERON:0001860	endolymphatic duct	PATO:0000051	morphology
OBA:VT0006018	tympanic membrane morphology trait	UBERON:0002364	tympanic membrane	PATO:0000051	morphology
OBA:VT0006021	Reissner membrane morphology trait	UBERON:0002281	vestibular membrane of cochlear duct	PATO:0000051	morphology
OBA:VT0006029	sclerotome morphology trait	UBERON:0003089	sclerotome	PATO:0000051	morphology
OBA:VT0006030	otic vesicle morphology trait	UBERON:0003051	ear vesicle	PATO:0000051	morphology
OBA:VT0006031	branchial pouch morphology trait	UBERON:0004117	pharyngeal pouch	PATO:0000051	morphology
OBA:VT0006032	ureteric bud morphology trait	UBERON:0000084	ureteric bud	PATO:0000051	morphology
OBA:VT0006033	external auditory canal morphology trait	UBERON:0001352	external acoustic meatus	PATO:0000051	morphology
OBA:VT0006055	blood vessel endothelial cell morphology trait	CL:0000071	blood vessel endothelial cell	PATO:0000051	morphology
OBA:VT0006062	vena cava morphology trait	UBERON:0004087	vena cava	PATO:0000051	morphology
OBA:VT0006063	inferior vena cava morphology trait	UBERON:0001072	posterior vena cava	PATO:0000051	morphology
OBA:VT0006064	superior vena cava morphology trait	UBERON:0001585	anterior vena cava	PATO:0000051	morphology
OBA:VT0006068	horizontal cell morphology trait	CL:0000745	retina horizontal cell	PATO:0000051	morphology
OBA:VT0006069	retinal neuronal layer morphology trait	UBERON:0003902	retinal neural layer	PATO:0000051	morphology
OBA:VT0006078	nipple morphology trait	UBERON:0002030	nipple	PATO:0000051	morphology
OBA:VT0006083	blood vessel elastic tissue morphology trait	UBERON:0003614	blood vessel elastic tissue	PATO:0000051	morphology
OBA:VT0006089	saccule morphology trait	UBERON:0001854	saccule of membranous labyrinth	PATO:0000051	morphology
OBA:VT0006090	utricle morphology trait	UBERON:0001853	utricle of membranous labyrinth	PATO:0000051	morphology
OBA:VT0006091	olfactory epithelium morphology trait	UBERON:0001997	olfactory epithelium	PATO:0000051	morphology
OBA:VT0006092	olfactory neuron morphology trait	CL:0000207	olfactory receptor cell	PATO:0000051	morphology
OBA:VT0006100	tegmentum morphology trait	UBERON:0001943	midbrain tegmentum	PATO:0000051	morphology
OBA:VT0006103	midbrain roof plate morphology trait	UBERON:0003299	roof plate of midbrain	PATO:0000051	morphology
OBA:VT0006104	tectum morphology trait	UBERON:0002314	midbrain tectum	PATO:0000051	morphology
OBA:VT0006107	atrioventricular canal morphology trait	UBERON:0002087	atrioventricular canal	PATO:0000051	morphology
OBA:VT0006113	heart septum morphology trait	UBERON:0002099	cardiac septum	PATO:0000051	morphology
OBA:VT0006168	epicanthal fold morphology trait	UBERON:0013766	epicanthal fold	PATO:0000051	morphology
OBA:VT0006173	myeloid dendritic cell morphology trait	CL:0000782	myeloid dendritic cell	PATO:0000051	morphology
OBA:VT0006192	conjunctival blood vessel morphology trait	UBERON:0010367	conjunctival vein	PATO:0000051	morphology
OBA:VT0006215	optic disc morphology trait	UBERON:0001783	optic disc	PATO:0000051	morphology
OBA:VT0006237	choroid blood vessel morphology trait	UBERON:0002443	choroidal blood vessel	PATO:0000051	morphology
OBA:VT0006250	line of Schwalbe morphology trait	UBERON:0011918	line of Schwalbe	PATO:0000051	morphology
OBA:VT0006256	gustatory papillae morphology trait	UBERON:0014389	gustatory papilla of tongue	PATO:0000051	morphology
OBA:VT0006257	fungiform papillae morphology trait	UBERON:0002448	fungiform papilla	PATO:0000051	morphology
OBA:VT0006258	circumvallate papillae morphology trait	UBERON:0000396	vallate papilla	PATO:0000051	morphology
OBA:VT0006259	foliate papillae morphology trait	UBERON:0002468	foliate papilla	PATO:0000051	morphology
OBA:VT0006282	posterior horn morphology trait	UBERON:0005373	spinal cord dorsal column	PATO:0000051	morphology
OBA:VT0006385	memory T cell morphology trait	CL:0000813	memory T cell	PATO:0000051	morphology
OBA:VT0007001	endocardial cushion morphology trait	UBERON:0002062	endocardial cushion	PATO:0000051	morphology
OBA:VT0007081	atrium septum morphology trait	UBERON:0002085	interatrial septum	PATO:0000051	morphology
OBA:VT0007082	ventricle septum morphology trait	UBERON:0002094	interventricular septum	PATO:0000051	morphology
OBA:VT0008037	T cell morphology trait	CL:0000084	T cell	PATO:0000051	morphology
OBA:VT0008114	Kupffer cell morphology trait	CL:0000091	Kupffer cell	PATO:0000051	morphology
OBA:VT0008117	Langerhans cell morphology trait	CL:0000453	Langerhans cell	PATO:0000051	morphology
OBA:VT0008164	B-1a B cell morphology trait	CL:0000820	B-1a B cell	PATO:0000051	morphology
OBA:VT0008165	B-1b B cell morphology trait	CL:0000821	B-1b B cell	PATO:0000051	morphology
OBA:VT0008166	B-2 B cell morphology trait	CL:0000822	B-2 B cell	PATO:0000051	morphology
OBA:VT0008171	mature B cell morphology trait	CL:0000785	mature B cell	PATO:0000051	morphology
OBA:VT0008172	follicular B cell morphology trait	CL:0000843	follicular B cell	PATO:0000051	morphology
OBA:VT0008176	germinal center B cell morphology trait	CL:0000844	germinal center B cell	PATO:0000051	morphology
OBA:VT0008180	marginal zone B cell morphology trait	CL:0000845	marginal zone B cell	PATO:0000051	morphology
OBA:VT0008184	naive B cell morphology trait	CL:0000788	naive B cell	PATO:0000051	morphology
OBA:VT0008188	transitional stage B cell morphology trait	CL:0000818	transitional stage B cell	PATO:0000051	morphology
OBA:VT0008196	follicular dendritic cell morphology trait	CL:0000442	follicular dendritic cell	PATO:0000051	morphology
OBA:VT0008240	spleen marginal zone macrophage morphology trait	CL:0000872	splenic marginal zone macrophage	PATO:0000051	morphology
OBA:VT0008242	perivascular macrophage morphology trait	CL:0000881	perivascular macrophage	PATO:0000051	morphology
OBA:VT0008244	peritoneal macrophage morphology trait	CL:0000581	peritoneal macrophage	PATO:0000051	morphology
OBA:VT0008245	alveolar macrophage morphology trait	CL:0000583	alveolar macrophage	PATO:0000051	morphology
OBA:VT0008246	leukocyte morphology trait	CL:0000738	leukocyte	PATO:0000051	morphology
OBA:VT0008248	mononuclear phagocyte morphology trait	CL:0000113	mononuclear phagocyte	PATO:0000051	morphology
OBA:VT0008249	common lymphoid progenitor morphology trait	CL:0000051	common lymphoid progenitor	PATO:0000051	morphology
OBA:VT0008251	phagocyte morphology trait	CL:0000234	phagocyte	PATO:0000051	morphology
OBA:VT0008252	multinucleated phagocyte morphology trait	CL:0000783	multinucleated phagocyte	PATO:0000051	morphology
OBA:VT0008343	gamma-delta T cell morphology trait	CL:0000798	gamma-delta T cell	PATO:0000051	morphology
OBA:VT0008344	mature gamma-delta T cell morphology trait	CL:0000800	mature gamma-delta T cell	PATO:0000051	morphology
OBA:VT0008349	gamma-delta intraepithelial T cell morphology trait	CL:0000801	gamma-delta intraepithelial T cell	PATO:0000051	morphology
OBA:VT0008357	CD4-positive, gamma-delta intraepithelial T cell morphology trait	CL:0000803	CD4-negative CD8-negative gamma-delta intraepithelial T cell	PATO:0000051	morphology
OBA:VT0008361	CD8-positive, gamma-delta intraepithelial T cell morphology trait	CL:0000802	CD8-alpha alpha positive, gamma-delta intraepithelial T cell	PATO:0000051	morphology
OBA:VT0008397	CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology trait	CL:0000792	CD4-positive, CD25-positive, alpha-beta regulatory T cell	PATO:0000051	morphology
OBA:VT0008398	CD8-positive, alpha-beta regulatory T cell morphology trait	CL:0000795	CD8-positive, alpha-beta regulatory T cell	PATO:0000051	morphology
OBA:VT0008399	alpha-beta intraepithelial T cell morphology trait	CL:0000797	alpha-beta intraepithelial T cell	PATO:0000051	morphology
OBA:VT0008400	CD4-positive, alpha-beta intraepithelial T cell morphology trait	CL:0000793	CD4-positive, alpha-beta intraepithelial T cell	PATO:0000051	morphology
OBA:VT0008401	CD8-positive, alpha-beta intraepithelial T cell morphology trait	CL:0000796	CD8-alpha-beta-positive, alpha-beta intraepithelial T cell	PATO:0000051	morphology
OBA:VT0008463	peripheral lymph node morphology trait	UBERON:0003968	peripheral lymph node	PATO:0000051	morphology
OBA:VT0008471	spleen primary B follicle morphology trait	UBERON:0004041	spleen primary B follicle	PATO:0000051	morphology
OBA:VT0008472	spleen secondary B follicle morphology trait	UBERON:0004042	spleen secondary B follicle	PATO:0000051	morphology
OBA:VT0008473	spleen follicular dendritic cell network morphology trait	UBERON:0010756	spleen follicular dendritic cell network	PATO:0000051	morphology
OBA:VT0008522	lymph node germinal center morphology trait	UBERON:0009039	lymph node germinal center	PATO:0000051	morphology
OBA:VT0008894	intraepithelial T cell morphology trait	CL:0002496	intraepithelial lymphocyte	PATO:0000051	morphology
OBA:VT0009539	Hassall's corpuscle morphology trait	UBERON:0003987	Hassall's corpuscle	PATO:0000051	morphology
OBA:VT0009543	thymus corticomedullary boundary morphology trait	UBERON:0003988	thymus corticomedullary boundary	PATO:0000051	morphology
OBA:VT0009544	thymus epithelium morphology trait	UBERON:0003846	thymus epithelium	PATO:0000051	morphology
OBA:VT0009625	abdominal lymph node morphology trait	UBERON:0002507	abdominal lymph node	PATO:0000051	morphology
OBA:VT0009626	celiac lymph node morphology trait	UBERON:0002508	celiac lymph node	PATO:0000051	morphology
OBA:VT0009627	submandibular lymph node morphology trait	UBERON:0002520	submandibular lymph node	PATO:0000051	morphology
OBA:VT0009919	transitional stage T1 B cell morphology trait	CL:0000958	T1 B cell	PATO:0000051	morphology
OBA:VT0009920	transitional stage T2 B cell morphology trait	CL:0000959	T2 B cell	PATO:0000051	morphology
OBA:VT0009921	transitional stage T3 B cell morphology trait	CL:0000960	T3 B cell	PATO:0000051	morphology
OBA:VT0010003	bone morphology trait	UBERON:0001474	bone element	PATO:0000051	morphology
OBA:VT0010007	skin adnexa morphology trait	UBERON:0000021	cutaneous appendage	PATO:0000051	morphology
OBA:VT0010042	sperm morphology trait	CL:0000019	sperm	PATO:0000051	morphology
OBA:VT0010061	brown adipocyte morphology trait	CL:0000449	brown fat cell	PATO:0000051	morphology
OBA:VT0010066	Henle's loop morphology trait	UBERON:0001288	loop of Henle	PATO:0000051	morphology
OBA:VT0010067	convoluted tubule morphology trait	UBERON:0006534	renal convoluted tubule	PATO:0000051	morphology
OBA:VT0010068	kidney collecting duct morphology trait	UBERON:0001232	collecting duct of renal tubule	PATO:0000051	morphology
