iri	iri label	entity	entity label	attribute	attribute label
OBA:VT0002074	hair texture trait	UBERON:0001037	strand of hair	PATO:0000150	texture
OBA:VT0002076	hair follicle morphology trait	UBERON:0002073	hair follicle	PATO:0000051	morphology
OBA:VT0002086	extraembryonic tissue morphology trait	UBERON:0000478	extraembryonic structure	PATO:0000051	morphology
OBA:VT0002092	eye morphology trait	UBERON:0000019	camera-type eye	PATO:0000051	morphology
OBA:VT0002096	skin morphology trait	UBERON:0000014	zone of skin	PATO:0000051	morphology
OBA:VT0002098	vibrissa morphology trait	UBERON:0006378	strand of vibrissa hair	PATO:0000051	morphology
OBA:VT0002100	tooth morphology trait	UBERON:0001091	calcareous tooth	PATO:0000051	morphology
OBA:VT0002102	ear morphology trait	UBERON:0001690	ear	PATO:0000051	morphology
OBA:VT0002104	hearing physiology trait	GO:0007605	sensory perception of sound	PATO:0001509	functionality
OBA:VT0002106	muscular system physiology trait	UBERON:0000383	musculature of body	PATO:0001509	functionality
OBA:VT0002108	muscular system morphology trait	UBERON:0000383	musculature of body	PATO:0000051	morphology
OBA:VT0002109	limb morphology trait	UBERON:0002101	limb	PATO:0000051	morphology
OBA:VT0002110	digit morphology trait	UBERON:0002544	digit	PATO:0000051	morphology
OBA:VT0002111	tail morphology trait	UBERON:0002415	tail	PATO:0000051	morphology
OBA:VT0002114	axial skeleton morphology trait	UBERON:0002090	postcranial axial skeleton	PATO:0000051	morphology
OBA:VT0002116	craniofacial bone morphology trait	UBERON:0003457	head bone	PATO:0000051	morphology
OBA:VT0002127	cardiovascular system morphology trait	UBERON:0004535	cardiovascular system	PATO:0000051	morphology
OBA:VT0002132	respiratory system morphology trait	UBERON:0001004	respiratory system	PATO:0000051	morphology
OBA:VT0002133	respiratory system physiology trait	UBERON:0001004	respiratory system	PATO:0001509	functionality
OBA:VT0002135	kidney morphology trait	UBERON:0002113	kidney	PATO:0000051	morphology
OBA:VT0002136	kidney physiology trait	UBERON:0002113	kidney	PATO:0001509	functionality
OBA:VT0002138	hepatobiliary system morphology trait	UBERON:0002423	hepatobiliary system	PATO:0000051	morphology
OBA:VT0002139	hepatobiliary system physiology trait	UBERON:0002423	hepatobiliary system	PATO:0001509	functionality
OBA:VT0002152	brain morphology trait	UBERON:0000955	brain	PATO:0000051	morphology
OBA:VT0002160	reproductive system morphology trait	UBERON:0000990	reproductive system	PATO:0000051	morphology
OBA:VT0002163	gland morphology trait	UBERON:0002530	gland	PATO:0000051	morphology
OBA:VT0002164	gland physiology trait	UBERON:0002530	gland	PATO:0001509	functionality
OBA:VT0002176	brain mass	UBERON:0000955	brain	PATO:0000128	weight
OBA:VT0002177	outer ear morphology trait	UBERON:0001757	pinna	PATO:0000051	morphology
OBA:VT0002182	astrocyte morphology trait	CL:0000127	astrocyte	PATO:0000051	morphology
OBA:VT0002184	innervation trait	GO:0060384	innervation	PATO:0000051	morphology
OBA:VT0002187	fibula morphology trait	UBERON:0001446	fibula	PATO:0000051	morphology
OBA:VT0002191	artery morphology trait	UBERON:0001637	artery	PATO:0000051	morphology
OBA:VT0002199	brain commissure morphology trait	UBERON:0005970	brain commissure	PATO:0000051	morphology
OBA:VT0002200	brain ventricle/choroid plexus morphology trait	UBERON:0003947	brain ventricle/choroid plexus	PATO:0000051	morphology
OBA:VT0002208	germ cell morphology trait	CL:0000586	germ cell	PATO:0000051	morphology
OBA:VT0002209	germ cell quanitity	CL:0000586	germ cell	PATO:0001555	has number of
OBA:VT0002216	seminiferous tubule morphology trait	UBERON:0001343	seminiferous tubule of testis	PATO:0000051	morphology
OBA:VT0002221	immune system organ size trait	UBERON:0005057	immune organ	PATO:0000117	size
OBA:VT0002224	spleen size trait	UBERON:0002106	spleen	PATO:0000117	size
OBA:VT0002227	spleen capsule morphology trait	UBERON:0004641	spleen capsule	PATO:0000051	morphology
OBA:VT0002228	spleen trabecular vein morphology trait	UBERON:0010400	spleen trabecular vein	PATO:0000051	morphology
OBA:VT0002231	primitive streak morphology trait	UBERON:0004341	primitive streak	PATO:0000051	morphology
OBA:VT0002233	nose morphology trait	UBERON:0000004	nose	PATO:0000051	morphology
OBA:VT0002234	pharynx morphology trait	UBERON:0001042	chordate pharynx	PATO:0000051	morphology
OBA:VT0002235	external nares morphology trait	UBERON:0005928	external naris	PATO:0000051	morphology
OBA:VT0002236	internal nares morphology trait	UBERON:0004771	posterior nasal aperture	PATO:0000051	morphology
OBA:VT0002237	nasal cavity morphology trait	UBERON:0001707	nasal cavity	PATO:0000051	morphology
OBA:VT0002238	nasal mucosa morphology trait	UBERON:0005384	nasal cavity epithelium	PATO:0000051	morphology
OBA:VT0002239	nasal septum morphology trait	UBERON:0001706	nasal septum	PATO:0000051	morphology
OBA:VT0002240	paranasal sinus morphology trait	UBERON:0001825	paranasal sinus	PATO:0000051	morphology
OBA:VT0002242	olfactory mucosa morphology trait	UBERON:0005386	olfactory segment of nasal mucosa	PATO:0000051	morphology
OBA:VT0002243	vomeronasal organ morphology trait	UBERON:0002255	vomeronasal organ	PATO:0000051	morphology
OBA:VT0002244	turbinated bone morphology trait	UBERON:0001762	turbinate bone	PATO:0000051	morphology
OBA:VT0002245	ethmoid sinus morphology trait	UBERON:0002453	ethmoid sinus	PATO:0000051	morphology
OBA:VT0002246	frontal sinus morphology trait	UBERON:0001760	frontal sinus	PATO:0000051	morphology
OBA:VT0002248	sphenoid sinus morphology trait	UBERON:0001724	sphenoidal sinus	PATO:0000051	morphology
OBA:VT0002249	larynx morphology trait	UBERON:0001737	larynx	PATO:0000051	morphology
OBA:VT0002250	hypopharynx morphology trait	UBERON:0001051	hypopharynx	PATO:0000051	morphology
OBA:VT0002251	nasopharynx morphology trait	UBERON:0001728	nasopharynx	PATO:0000051	morphology
OBA:VT0002252	oropharynx morphology trait	UBERON:0001729	oropharynx	PATO:0000051	morphology
OBA:VT0002253	pharyngeal muscle morphology trait	UBERON:0000933	pharyngeal muscle	PATO:0000051	morphology
OBA:VT0002255	glottis morphology trait	UBERON:0002486	glottis	PATO:0000051	morphology
OBA:VT0002256	laryngeal cartilage morphology trait	UBERON:0001739	laryngeal cartilage	PATO:0000051	morphology
OBA:VT0002257	arytenoid cartilage morphology trait	UBERON:0001740	arytenoid cartilage	PATO:0000051	morphology
OBA:VT0002258	cricoid cartilage morphology trait	UBERON:0002375	cricoid cartilage	PATO:0000051	morphology
OBA:VT0002259	epiglottis morphology trait	UBERON:0000388	epiglottis	PATO:0000051	morphology
OBA:VT0002260	thyroid cartilage morphology trait	UBERON:0001738	thyroid cartilage	PATO:0000051	morphology
OBA:VT0002261	laryngeal mucosa morphology trait	UBERON:0001824	mucosa of larynx	PATO:0000051	morphology
OBA:VT0002262	nasal mucosa goblet cell morphology trait	CL:0002480	nasal mucosa goblet cell	PATO:0000051	morphology
OBA:VT0002263	laryngeal muscle morphology trait	UBERON:0001568	muscle of larynx	PATO:0000051	morphology
OBA:VT0002264	bronchus morphology trait	UBERON:0002185	bronchus	PATO:0000051	morphology
OBA:VT0002265	left major bronchus morphology trait	UBERON:0002178	left main bronchus	PATO:0000051	morphology
OBA:VT0002266	right major bronchus morphology trait	UBERON:0002177	right main bronchus	PATO:0000051	morphology
OBA:VT0002267	bronchiole morphology trait	UBERON:0002186	bronchiole	PATO:0000051	morphology
OBA:VT0002268	terminal bronchiole morphology trait	UBERON:0002187	terminal bronchiole	PATO:0000051	morphology
OBA:VT0002270	respiratory alveoli morphology trait	UBERON:0002299	alveolus of lung	PATO:0000051	morphology
OBA:VT0002271	respiratory alveolar duct morphology trait	UBERON:0002173	pulmonary alveolar duct	PATO:0000051	morphology
OBA:VT0002273	respiratory alveolar epithelial cell morphology trait	CL:0000322	pneumocyte	PATO:0000051	morphology
OBA:VT0002274	type I pneumocyte morphology trait	CL:0002062	type I pneumocyte	PATO:0000051	morphology
OBA:VT0002275	type II pneumocyte morphology trait	CL:0002063	type II pneumocyte	PATO:0000051	morphology
OBA:VT0002276	lung interstitium morphology trait	UBERON:0000114	lung connective tissue	PATO:0000051	morphology
OBA:VT0002277	respiratory mucosa morphology trait	UBERON:0004785	respiratory system mucosa	PATO:0000051	morphology
OBA:VT0002278	respiratory muscle morphology trait	UBERON:0014398	respiratory muscle	PATO:0000051	morphology
OBA:VT0002279	diaphragm morphology trait	UBERON:0001103	diaphragm	PATO:0000051	morphology
OBA:VT0002280	intercostal muscle morphology trait	UBERON:0001111	intercostal muscle	PATO:0000051	morphology
OBA:VT0002282	trachea morphology trait	UBERON:0003126	trachea	PATO:0000051	morphology
OBA:VT0002284	tracheal smooth muscle morphology trait	UBERON:0003387	smooth muscle of trachea	PATO:0000051	morphology
OBA:VT0002292	gestation period duration	GO:0007565	female pregnancy	PATO:0001309	duration
OBA:VT0002324	blood-air barrier morphology trait	UBERON:0003948	blood-air barrier	PATO:0000051	morphology
OBA:VT0002339	lymph node morphology trait	UBERON:0000029	lymph node	PATO:0000141	structure
OBA:VT0002340	axillary lymph node morphology trait	UBERON:0001097	axillary lymph node	PATO:0000051	morphology
OBA:VT0002343	lymph node cortex morphology trait	UBERON:0002006	cortex of lymph node	PATO:0000051	morphology
OBA:VT0002344	lymph node B cell domain morphology trait	UBERON:0010416	lymph node B cell domain	PATO:0000051	morphology
OBA:VT0002345	lymph node primary follicle morphology trait	UBERON:0010395	lymph node primary follicle	PATO:0000051	morphology
OBA:VT0002346	lymph node secondary follicle morphology trait	UBERON:0001745	secondary nodular lymphoid tissue	PATO:0000051	morphology
OBA:VT0002347	lymph node T cell domain morphology trait	UBERON:0010417	lymph node T cell domain	PATO:0000051	morphology
OBA:VT0002348	lymph node medulla morphology trait	UBERON:0002007	medulla of lymph node	PATO:0000051	morphology
OBA:VT0002349	afferent lymphatic vessel morphology trait	UBERON:0010396	afferent lymphatic vessel	PATO:0000051	morphology
OBA:VT0002350	efferent lymphatic vessel morphology trait	UBERON:0010397	efferent lymphatic vessel	PATO:0000051	morphology
OBA:VT0002351	cervical lymph node morphology trait	UBERON:0002429	cervical lymph node	PATO:0000051	morphology
OBA:VT0002352	popliteal lymph node morphology trait	UBERON:0001543	popliteal lymph node	PATO:0000051	morphology
OBA:VT0002353	inguinal lymph node morphology trait	UBERON:0001542	inguinal lymph node	PATO:0000051	morphology
OBA:VT0002354	spleen trabecular artery morphology trait	UBERON:0010399	spleen trabecular artery	PATO:0000051	morphology
OBA:VT0002356	spleen red pulp morphology trait	UBERON:0001250	red pulp of spleen	PATO:0000051	morphology
OBA:VT0002357	spleen white pulp morphology trait	UBERON:0001959	white pulp of spleen	PATO:0000051	morphology
OBA:VT0002358	spleen periarteriolar lymphoid sheath morphology trait	UBERON:0001960	periarterial lymphatic sheath	PATO:0000051	morphology
OBA:VT0002359	spleen germinal center morphology trait	UBERON:0005196	spleen germinal center	PATO:0000051	morphology
OBA:VT0002360	spleen B cell corona morphology trait	UBERON:0010421	spleen B cell corona	PATO:0000051	morphology
OBA:VT0002361	spleen central arteriole morphology trait	UBERON:0010401	spleen central arteriole	PATO:0000051	morphology
OBA:VT0002362	spleen marginal zone morphology trait	UBERON:0001251	marginal zone of spleen	PATO:0000051	morphology
OBA:VT0002363	spleen marginal sinus morphology trait	UBERON:0010398	spleen marginal sinus	PATO:0000051	morphology
OBA:VT0002364	thymus size trait	UBERON:0002370	thymus	PATO:0000117	size
OBA:VT0002367	thymus lobule morphology trait	UBERON:0002125	thymus lobule	PATO:0000051	morphology
OBA:VT0002368	thymus capsule morphology trait	UBERON:0002122	capsule of thymus	PATO:0000051	morphology
OBA:VT0002369	thymus subcapsular epithelium morphology trait	UBERON:0006936	thymus subcapsular epithelium	PATO:0000051	morphology
OBA:VT0002371	thymus cortex morphology trait	UBERON:0002123	cortex of thymus	PATO:0000051	morphology
OBA:VT0002375	thymus medulla morphology trait	UBERON:0002124	medulla of thymus	PATO:0000051	morphology
OBA:VT0002376	dendritic cell physiology trait	GO:0009987	cellular process	PATO:0002045	dendritic
OBA:VT0002377	mucosa-associated lymphoid tissue morphology trait	UBERON:0001961	mucosa-associated lymphoid tissue	PATO:0000051	morphology
OBA:VT0002378	gut-associated lymphoid tissue morphology trait	UBERON:0001962	gut-associated lymphoid tissue	PATO:0000051	morphology
OBA:VT0002379	oropharyngeal lymphoid tissue morphology trait	UBERON:0001735	tonsillar ring	PATO:0000051	morphology
OBA:VT0002380	tonsil morphology trait	UBERON:0002373	palatine tonsil	PATO:0000051	morphology
OBA:VT0002384	nasopharyngeal tonsil morphology trait	UBERON:0001732	pharyngeal tonsil	PATO:0000051	morphology
OBA:VT0002385	lingual tonsillar tissue morphology trait	UBERON:0007250	lingual tonsil	PATO:0000051	morphology
OBA:VT0002386	tubal tonsil morphology trait	UBERON:0003949	tubal tonsil	PATO:0000051	morphology
OBA:VT0002388	Peyer's patch epithelium morphology trait	UBERON:0004693	Peyer's patch epithelium	PATO:0000051	morphology
OBA:VT0002389	Peyer's patch follicle morphology trait	UBERON:0010386	Peyer's patch follicle	PATO:0000051	morphology
OBA:VT0002391	Peyer's patch germinal center morphology trait	UBERON:0004697	Peyer's patch germinal center	PATO:0000051	morphology
OBA:VT0002393	bronchus-associated lymphoid tissue morphology trait	UBERON:0001963	bronchial-associated lymphoid tissue	PATO:0000051	morphology
OBA:VT0002398	bone marrow cell morphology trait	CL:0002092	bone marrow cell	PATO:0000051	morphology
OBA:VT0002400	multipotent stem cell morphology trait	CL:0000048	multi fate stem cell	PATO:0000051	morphology
OBA:VT0002407	double-negative T cell morphology trait	CL:0002489	double negative thymocyte	PATO:0000051	morphology
OBA:VT0002414	myeloblast morphology trait	CL:0000835	myeloblast	PATO:0000051	morphology
OBA:VT0002416	proerythroblast morphology trait	CL:0000765	erythroblast	PATO:0000051	morphology
OBA:VT0002422	basophil morphology trait	CL:0000767	basophil	PATO:0000051	morphology
OBA:VT0002423	mast cell physiology trait	CL:0000097	mast cell	PATO:0001509	functionality
OBA:VT0002424	reticulocyte morphology trait	CL:0000558	reticulocyte	PATO:0000051	morphology
OBA:VT0002428	semicircular canal morphology trait	UBERON:0001840	semicircular canal	PATO:0000051	morphology
OBA:VT0002429	blood cell morphology trait	CL:0000081	blood cell	PATO:0000051	morphology
OBA:VT0002433	T-helper 1 cell morphology trait	CL:0000545	T-helper 1 cell	PATO:0000051	morphology
OBA:VT0002434	T-helper 2 cell morphology trait	CL:0000546	T-helper 2 cell	PATO:0000051	morphology
OBA:VT0002435	effector T cell morphology trait	CL:0000911	effector T cell	PATO:0000051	morphology
OBA:VT0002436	CD8-positive, alpha-beta cytotoxic T cell morphology trait	CL:0000794	CD8-positive, alpha-beta cytotoxic T cell	PATO:0000051	morphology
OBA:VT0002439	plasma cell morphology trait	CL:0000786	plasma cell	PATO:0000051	morphology
OBA:VT0002440	memory B cell morphology trait	CL:0000787	memory B cell	PATO:0000051	morphology
OBA:VT0002441	granulocyte morphology trait	CL:0000094	granulocyte	PATO:0000051	morphology
OBA:VT0002442	leukocyte physiology trait	CL:0000738	leukocyte	PATO:0001509	functionality
OBA:VT0002444	T cell physiology trait	CL:0000084	T cell	PATO:0001509	functionality
OBA:VT0002446	macrophage morphology trait	CL:0000235	macrophage	PATO:0000051	morphology
OBA:VT0002447	erythrocyte morphology trait	CL:0000232	erythrocyte	PATO:0000051	morphology
OBA:VT0002451	macrophage physiology trait	CL:0000235	macrophage	PATO:0001509	functionality
OBA:VT0002458	B cell quantity	CL:0000236	B cell	PATO:0001555	has number of
OBA:VT0002459	B cell physiology trait	CL:0000236	B cell	PATO:0001509	functionality
OBA:VT0002460	blood immunoglobulin amount	GO:0019814	immunoglobulin complex	PATO:0000070	amount
OBA:VT0002462	granulocyte physiology trait	CL:0000094	granulocyte	PATO:0001509	functionality
OBA:VT0002463	neutrophil physiology trait	CL:0000775	neutrophil	PATO:0001509	functionality
OBA:VT0002464	basophil physiology trait	CL:0000767	basophil	PATO:0001509	functionality
OBA:VT0002465	eosinophil physiology trait	CL:0000771	eosinophil	PATO:0001509	functionality
OBA:VT0002504	serotonin activity	CHEBI:28790	serotonin	PATO:0001509	functionality
OBA:VT0002543	phalanx length	UBERON:0003221	phalanx	PATO:0000122	length
OBA:VT0002544	digit length	UBERON:0002544	digit	PATO:0000122	length
OBA:VT0002576	enamel morphology trait	UBERON:0001752	enamel	PATO:0000051	morphology
OBA:VT0002579	secondary lens fiber morphology trait	CL:0002225	secondary lens fiber	PATO:0000051	morphology
OBA:VT0002581	ileum morphology trait	UBERON:0002116	ileum	PATO:0000051	morphology
OBA:VT0002602	eosinophil quantity	CL:0000771	eosinophil	PATO:0000070	amount
OBA:VT0002607	basophil quantity	CL:0000767	basophil	PATO:0000070	amount
OBA:VT0002619	lymphocyte morphology trait	CL:0000542	lymphocyte	PATO:0000051	morphology
OBA:VT0002620	monocyte morphology trait	CL:0000576	monocyte	PATO:0000051	morphology
OBA:VT0002622	cochlear hair cell morphology trait	CL:0000202	auditory hair cell	PATO:0000051	morphology
OBA:VT0002623	vestibular hair cell morphology trait	CL:0000609	vestibular hair cell	PATO:0000051	morphology
OBA:VT0002631	epididymis morphology trait	UBERON:0001301	epididymis	PATO:0000051	morphology
OBA:VT0002637	uterus size trait	UBERON:0000995	uterus	PATO:0000117	size
OBA:VT0002641	erythrocyte shape trait	CL:0000232	erythrocyte	PATO:0000052	shape
OBA:VT0002648	enamel delamination trait	UBERON:0001752	enamel	PATO:0001514	delaminated
OBA:VT0002651	sciatic nerve morphology trait	UBERON:0001322	sciatic nerve	PATO:0000051	morphology
OBA:VT0002653	ependyma morphology trait	UBERON:0004670	ependyma	PATO:0000051	morphology
OBA:VT0002655	keratinocyte morphology trait	CL:0000312	keratinocyte	PATO:0000051	morphology
OBA:VT0002660	caput epididymis morphology trait	UBERON:0004358	caput epididymis	PATO:0000051	morphology
OBA:VT0002661	corpus epididymis morphology trait	UBERON:0004359	corpus epididymis	PATO:0000051	morphology
OBA:VT0002662	cauda epididymis morphology trait	UBERON:0004360	cauda epididymis	PATO:0000051	morphology
OBA:VT0002669	scrotum morphology trait	UBERON:0001300	scrotum	PATO:0000051	morphology
OBA:VT0002673	sperm quantity	CL:0000019	sperm	PATO:0000070	amount
OBA:VT0002679	corpus luteum morphology trait	UBERON:0002512	corpus luteum	PATO:0000051	morphology
OBA:VT0002680	corpus luteum quantity	UBERON:0002512	corpus luteum	PATO:0000070	amount
OBA:VT0002682	mature ovarian follicle quantity	UBERON:0003982	mature ovarian follicle	PATO:0000070	amount
OBA:VT0002689	molar morphology trait	UBERON:0003655	molar tooth	PATO:0000051	morphology
OBA:VT0002693	pancreas gland physiology trait	UBERON:0001264	pancreas	PATO:0001509	functionality
OBA:VT0002694	secretion by pancreas trait	UBERON:0004795	pancreas secretion	PATO:0001629	aggregated
OBA:VT0002697	eye size trait	UBERON:0000019	camera-type eye	PATO:0000117	size
OBA:VT0002698	sclera morphology trait	UBERON:0001773	sclera	PATO:0000051	morphology
OBA:VT0002699	vitreous body morphology trait	UBERON:0001798	vitreous body	PATO:0000051	morphology
OBA:VT0002703	kidney tubule morphology trait	UBERON:0001231	nephron tubule	PATO:0000051	morphology
OBA:VT0002705	kidney tubule size trait	UBERON:0001231	nephron tubule	PATO:0000117	size
OBA:VT0002706	kidney size trait	UBERON:0002113	kidney	PATO:0000117	size
OBA:VT0002707	kidney mass	UBERON:0002113	kidney	PATO:0000128	weight
OBA:VT0002716	preputial gland size trait	UBERON:0000359	preputial gland	PATO:0000117	size
OBA:VT0002717	preputial gland morphology trait	UBERON:0000359	preputial gland	PATO:0000051	morphology
OBA:VT0002718	inner cell mass morphology trait	UBERON:0000087	inner cell mass	PATO:0000051	morphology
OBA:VT0002722	immune system organ morphology trait	UBERON:0005057	immune organ	PATO:0000051	morphology
OBA:VT0002725	vein morphology trait	UBERON:0001638	vein	PATO:0000051	morphology
OBA:VT0002726	pulmonary vein morphology trait	UBERON:0002016	pulmonary vein	PATO:0000051	morphology
OBA:VT0002729	inner ear canal morphology trait	UBERON:0003950	inner ear canal	PATO:0000051	morphology
OBA:VT0002731	colon size trait	UBERON:0001155	colon	PATO:0000117	size
OBA:VT0002741	olfactory bulb size trait	UBERON:0002264	olfactory bulb	PATO:0000117	size
OBA:VT0002742	submandibular lymph node size trait	UBERON:0002520	submandibular lymph node	PATO:0000117	size
OBA:VT0002746	semilunar valve morphology trait	UBERON:0005623	semi-lunar valve	PATO:0000051	morphology
OBA:VT0002751	autonomic nervous system morphology trait	UBERON:0002410	autonomic nervous system	PATO:0000051	morphology
OBA:VT0002752	somatic nervous system morphology trait	UBERON:0000012	somatic nervous system	PATO:0000051	morphology
OBA:VT0002753	left ventricle size trait	UBERON:0002084	heart left ventricle	PATO:0000117	size
OBA:VT0002754	right ventricle size trait	UBERON:0002080	heart right ventricle	PATO:0000117	size
OBA:VT0002758	tail length	UBERON:0002415	tail	PATO:0000122	length
OBA:VT0002759	caudal vertebra morphology trait	UBERON:0001095	caudal vertebra	PATO:0000051	morphology
OBA:VT0002761	hippocampus mossy fiber morphology trait	GO:0097457	hippocampal mossy fiber	PATO:0000051	morphology
OBA:VT0002769	vas deferens morphology trait	UBERON:0001000	vas deferens	PATO:0000051	morphology
OBA:VT0002784	Sertoli cell morphology trait	CL:0000216	Sertoli cell	PATO:0000051	morphology
OBA:VT0002785	Leydig cell quantity	CL:0000178	Leydig cell	PATO:0001555	has number of
OBA:VT0002786	Leydig cell morphology trait	CL:0000178	Leydig cell	PATO:0000051	morphology
OBA:VT0002792	retina blood vessel morphology trait	UBERON:0003501	retina blood vessel	PATO:0000051	morphology
OBA:VT0002809	spinal cord size trait	UBERON:0002240	spinal cord	PATO:0000117	size
OBA:VT0002818	dentin morphology trait	UBERON:0001751	dentine	PATO:0000051	morphology
OBA:VT0002819	pulp cavity morphology trait	UBERON:0002487	tooth cavity	PATO:0000051	morphology
OBA:VT0002820	premaxillary bone morphology trait	UBERON:0002244	premaxilla	PATO:0000051	morphology
OBA:VT0002825	notochord morphology trait	UBERON:0002328	notochord	PATO:0000051	morphology
OBA:VT0002827	kidney corpuscle morphology trait	UBERON:0001229	renal corpuscle	PATO:0000051	morphology
OBA:VT0002828	glomerular capsule morphology trait	UBERON:0001230	glomerular capsule	PATO:0000051	morphology
OBA:VT0002829	juxtaglomerular apparatus morphology trait	UBERON:0002303	juxtaglomerular apparatus	PATO:0000051	morphology
OBA:VT0002835	cranial suture morphology trait	UBERON:0003685	cranial suture	PATO:0000051	morphology
OBA:VT0002836	chorion morphology trait	UBERON:0003124	chorion	PATO:0000051	morphology
OBA:VT0002840	lens fiber morphology trait	UBERON:0002444	lens fiber	PATO:0000051	morphology
OBA:VT0002845	aorta mass	UBERON:0000947	aorta	PATO:0000128	weight
OBA:VT0002846	aorta capacity	UBERON:0000947	aorta	PATO:0000918	volume
OBA:VT0002847	glomerular filtration trait	GO:0003094	glomerular filtration	PATO:0001470	proportionality to
OBA:VT0002855	cochlear ganglion morphology trait	UBERON:0002827	vestibulocochlear ganglion	PATO:0000051	morphology
OBA:VT0002856	vestibular ganglion morphology trait	UBERON:0002824	vestibular ganglion	PATO:0000051	morphology
OBA:VT0002858	posterior semicircular canal morphology trait	UBERON:0001842	posterior semicircular canal	PATO:0000051	morphology
OBA:VT0002861	tail bud morphology trait	UBERON:0002533	post-anal tail bud	PATO:0000051	morphology
OBA:VT0002864	ocular fundus morphology trait	UBERON:0003951	ocular fundus	PATO:0000051	morphology
OBA:VT0002876	thyroid gland physiology trait	UBERON:0002046	thyroid gland	PATO:0001509	functionality
OBA:VT0002878	corticospinal tract morphology trait	UBERON:0002707	corticospinal tract	PATO:0000051	morphology
OBA:VT0002882	neuron morphology trait	CL:0000540	neuron	PATO:0000051	morphology
OBA:VT0002894	otolith morphology trait	UBERON:0002280	otolith	PATO:0000051	morphology
OBA:VT0002895	otolithic membrane morphology trait	UBERON:0002519	otolithic part of statoconial membrane	PATO:0000051	morphology
OBA:VT0002909	adrenal gland physiology trait	UBERON:0002369	adrenal gland	PATO:0001509	functionality
OBA:VT0002918	paired-pulse facilitation trait	CHEBI:50459	2,5-diphenylfuran	PATO:0001629	aggregated
OBA:VT0002928	bile duct morphology trait	UBERON:0002394	bile duct	PATO:0000051	morphology
OBA:VT0002932	joint morphology trait	UBERON:0004905	articulation	PATO:0000051	morphology
OBA:VT0002970	white adipose morphology trait	UBERON:0001347	white adipose tissue	PATO:0000051	morphology
OBA:VT0002971	brown adipose morphology trait	UBERON:0001348	brown adipose tissue	PATO:0000051	morphology
OBA:VT0002975	blood vessel smooth muscle size trait	UBERON:0004237	blood vessel smooth muscle	PATO:0000117	size
OBA:VT0002983	retinal ganglion cell quantity	CL:0000740	retinal ganglion cell	PATO:0001555	has number of
OBA:VT0002987	urine solute amount	UBERON:0001088	urine	PATO:0001655	osmolarity
OBA:VT0002990	ureter length	UBERON:0000056	ureter	PATO:0000122	length
OBA:VT0002991	sebaceous gland physiology trait	UBERON:0001821	sebaceous gland	PATO:0001509	functionality
OBA:VT0002997	seminal gland size trait	UBERON:0000998	seminal vesicle	PATO:0000117	size
OBA:VT0003005	hippocampus fimbria morphology trait	UBERON:0002310	hippocampus fimbria	PATO:0000051	morphology
OBA:VT0003006	hippocampus fornix morphology trait	UBERON:0000052	fornix of brain	PATO:0000051	morphology
OBA:VT0003014	kidney medulla morphology trait	UBERON:0000362	renal medulla	PATO:0000051	morphology
OBA:VT0003047	thoracic vertebra morphology trait	UBERON:0002347	thoracic vertebra	PATO:0000051	morphology
OBA:VT0003051	tail shape trait	UBERON:0002415	tail	PATO:0000052	shape
OBA:VT0003055	epiphyseal plate morphology trait	UBERON:0002516	epiphyseal plate	PATO:0000051	morphology
OBA:VT0003056	hyoid bone morphology trait	UBERON:0001685	hyoid bone	PATO:0000051	morphology
OBA:VT0003057	epicardium morphology trait	UBERON:0002348	epicardium	PATO:0000051	morphology
OBA:VT0003069	superior semicircular canal morphology trait	UBERON:0001841	anterior semicircular canal	PATO:0000051	morphology
OBA:VT0003072	metatarsus morphology trait	UBERON:0001448	metatarsal bone	PATO:0000051	morphology
OBA:VT0003073	metacarpus morphology trait	UBERON:0004453	metacarpus region	PATO:0000051	morphology
OBA:VT0003074	metacarpus quantity	UBERON:0004453	metacarpus region	PATO:0001555	has number of
OBA:VT0003081	soleus morphology trait	UBERON:0001389	soleus muscle	PATO:0000051	morphology
OBA:VT0003082	gastrocnemius morphology trait	UBERON:0001388	gastrocnemius	PATO:0000051	morphology
OBA:VT0003083	tibialis anterior morphology trait	UBERON:0001385	tibialis anterior	PATO:0000051	morphology
OBA:VT0003084	skeletal muscle fiber morphology trait	CL:0000188	cell of skeletal muscle	PATO:0000051	morphology
OBA:VT0003085	egg cylinder morphology trait	UBERON:0004013	egg cylinder	PATO:0000051	morphology
OBA:VT0003093	anterior stroma morphology trait	UBERON:0003952	anterior stroma of cornea	PATO:0000051	morphology
OBA:VT0003094	posterior stroma morphology trait	UBERON:0003953	posterior stroma of cornea	PATO:0000051	morphology
OBA:VT0003102	sclera thickness	UBERON:0001773	sclera	PATO:0000915	thickness
OBA:VT0003104	skull size trait	UBERON:0003129	skull	PATO:0000117	size
OBA:VT0003105	heart atrium morphology trait	UBERON:0002081	cardiac atrium	PATO:0000051	morphology
OBA:VT0003110	processus brevis morphology trait	UBERON:0014397	lateral process of malleus	PATO:0000051	morphology
OBA:VT0003112	parathyroid gland size trait	UBERON:0001132	parathyroid gland	PATO:0000117	size
OBA:VT0003120	tracheal cartilage morphology trait	UBERON:0003604	trachea cartilage	PATO:0000051	morphology
OBA:VT0003126	vulva morphology trait	UBERON:0000997	mammalian vulva	PATO:0000051	morphology
OBA:VT0003127	clitoris morphology trait	UBERON:0002411	clitoris	PATO:0000051	morphology
