"OBA"	"RELATIONSHIP"	"VT"	"LABEL"
"OBA:VT0000871"	"skos:exactMatch"	"VT:0000871"	"cerebellum vermis lobule IX morphology trait"
"OBA:VT0000872"	"skos:exactMatch"	"VT:0000872"	"external granule cell layer morphology trait"
"OBA:VT0000873"	"skos:exactMatch"	"VT:0000873"	"external granule cell layer thickness"
"OBA:VT0000875"	"skos:exactMatch"	"VT:0000875"	"cerebellar Purkinje cell layer morphology trait"
"OBA:VT0000886"	"skos:exactMatch"	"VT:0000886"	"cerebellar granule layer morphology trait"
"OBA:VT0000889"	"skos:exactMatch"	"VT:0000889"	"cerebellar molecular layer morphology trait"
"OBA:VT0000890"	"skos:exactMatch"	"VT:0000890"	"cerebellar molecular layer thickness"
"OBA:VT0000897"	"skos:exactMatch"	"VT:0000897"	"midbrain morphology trait"
"OBA:VT0000899"	"skos:exactMatch"	"VT:0000899"	"corpora quadrigemina morphology trait"
"OBA:VT0000900"	"skos:exactMatch"	"VT:0000900"	"corpora quadrigemina size trait"
"OBA:VT0000901"	"skos:exactMatch"	"VT:0000901"	"corpora quadrigemina organization trait"
"OBA:VT0000904"	"skos:exactMatch"	"VT:0000904"	"superior colliculus morphology trait"
"OBA:VT0000905"	"skos:exactMatch"	"VT:0000905"	"superior colliculus size trait"
"OBA:VT0000906"	"skos:exactMatch"	"VT:0000906"	"trigeminal V mesencephalic nucleus morphology trait"
"OBA:VT0000907"	"skos:exactMatch"	"VT:0000907"	"trigeminal V mesencephalic nucleus size trait"
"OBA:VT0000909"	"skos:exactMatch"	"VT:0000909"	"facial motor nucleus morphology trait"
"OBA:VT0000910"	"skos:exactMatch"	"VT:0000910"	"facial motor nucleus size trait"
"OBA:VT0000911"	"skos:exactMatch"	"VT:0000911"	"trigeminal motor nucleus morphology trait"
"OBA:VT0000912"	"skos:exactMatch"	"VT:0000912"	"trigeminal motor nucleus size trait"
"OBA:VT0000913"	"skos:exactMatch"	"VT:0000913"	"brain development trait"
"OBA:VT0000920"	"skos:exactMatch"	"VT:0000920"	"myelination trait"
"OBA:VT0000923"	"skos:exactMatch"	"VT:0000923"	"roof plate morphology trait"
"OBA:VT0000925"	"skos:exactMatch"	"VT:0000925"	"floor plate morphology trait"
"OBA:VT0000927"	"skos:exactMatch"	"VT:0000927"	"floor plate size trait"
"OBA:VT0000933"	"skos:exactMatch"	"VT:0000933"	"rhombomere morphology trait"
"OBA:VT0000934"	"skos:exactMatch"	"VT:0000934"	"telencephalon development trait"
"OBA:VT0000936"	"skos:exactMatch"	"VT:0000936"	"telencephalic vesicle size trait"
"OBA:VT0000955"	"skos:exactMatch"	"VT:0000955"	"spinal cord morphology trait"
"OBA:VT0000959"	"skos:exactMatch"	"VT:0000959"	"somatic sensory system morphology trait"
"OBA:VT0000960"	"skos:exactMatch"	"VT:0000960"	"sensory ganglion morphology trait"
"OBA:VT0000961"	"skos:exactMatch"	"VT:0000961"	"dorsal root ganglion morphology trait"
"OBA:VT0000964"	"skos:exactMatch"	"VT:0000964"	"dorsal root ganglion size trait"
"OBA:VT0000971"	"skos:exactMatch"	"VT:0000971"	"thermoreceptor morphology"
"OBA:VT0000972"	"skos:exactMatch"	"VT:0000972"	"mechanoreceptor morphology trait"
"OBA:VT0000982"	"skos:exactMatch"	"VT:0000982"	"Meissner's corpuscle morphology trait"
"OBA:VT0000983"	"skos:exactMatch"	"VT:0000983"	"Meissner's corpuscle size trait"
"OBA:VT0000985"	"skos:exactMatch"	"VT:0000985"	"Merkel's receptor morphology trait"
"OBA:VT0000986"	"skos:exactMatch"	"VT:0000986"	"Merkel's receptor quantity"
"OBA:VT0000988"	"skos:exactMatch"	"VT:0000988"	"Pacinian corpuscle morphology trait"
"OBA:VT0000989"	"skos:exactMatch"	"VT:0000989"	"Ruffini's corpuscle morphology trait"
"OBA:VT0000991"	"skos:exactMatch"	"VT:0000991"	"primary muscle spindle morphology trait"
"OBA:VT0000992"	"skos:exactMatch"	"VT:0000992"	"primary muscle spindle size trait"
"OBA:VT0000994"	"skos:exactMatch"	"VT:0000994"	"secondary muscle spindle morphology trait"
"OBA:VT0000995"	"skos:exactMatch"	"VT:0000995"	"secondary muscle spindle size trait"
"OBA:VT0000997"	"skos:exactMatch"	"VT:0000997"	"joint capsule morphology trait"
"OBA:VT0000999"	"skos:exactMatch"	"VT:0000999"	"Golgi tendon organ morphology trait"
"OBA:VT0001001"	"skos:exactMatch"	"VT:0001001"	"chemoreceptor morphology"
"OBA:VT0001002"	"skos:exactMatch"	"VT:0001002"	"taste bud morphology trait"
"OBA:VT0001007"	"skos:exactMatch"	"VT:0001007"	"sympathetic nervous system morphology trait"
"OBA:VT0001008"	"skos:exactMatch"	"VT:0001008"	"sympathetic ganglion morphology trait"
"OBA:VT0001011"	"skos:exactMatch"	"VT:0001011"	"superior cervical ganglion morphology trait"
"OBA:VT0001013"	"skos:exactMatch"	"VT:0001013"	"superior cervical ganglion size trait"
"OBA:VT0001016"	"skos:exactMatch"	"VT:0001016"	"middle cervical ganglion morphology trait"
"OBA:VT0001017"	"skos:exactMatch"	"VT:0001017"	"stellate ganglion morphology trait"
"OBA:VT0001019"	"skos:exactMatch"	"VT:0001019"	"L4 dorsal root ganglion morphology trait"
"OBA:VT0001020"	"skos:exactMatch"	"VT:0001020"	"L4 ganglion size trait"
"OBA:VT0001022"	"skos:exactMatch"	"VT:0001022"	"L5 dorsal root ganglion morphology trait"
"OBA:VT0001023"	"skos:exactMatch"	"VT:0001023"	"L5 ganglion size trait"
"OBA:VT0001033"	"skos:exactMatch"	"VT:0001033"	"parasympathetic nervous system morphology trait"
"OBA:VT0001034"	"skos:exactMatch"	"VT:0001034"	"parasympathetic ganglion morphology trait"
"OBA:VT0001035"	"skos:exactMatch"	"VT:0001035"	"submandibular ganglion morphology trait"
"OBA:VT0001036"	"skos:exactMatch"	"VT:0001036"	"submandibular ganglion size trait"
"OBA:VT0001044"	"skos:exactMatch"	"VT:0001044"	"enteric nervous system morphology trait"
"OBA:VT0001045"	"skos:exactMatch"	"VT:0001045"	"enteric ganglion morphology trait"
"OBA:VT0001051"	"skos:exactMatch"	"VT:0001051"	"somatic motor system morphology trait"
"OBA:VT0001053"	"skos:exactMatch"	"VT:0001053"	"neuromuscular synapse morphology trait"
"OBA:VT0001056"	"skos:exactMatch"	"VT:0001056"	"cranial nerve morphology trait"
"OBA:VT0001059"	"skos:exactMatch"	"VT:0001059"	"optic nerve size trait"
"OBA:VT0001061"	"skos:exactMatch"	"VT:0001061"	"oculomotor nerve morphology trait"
"OBA:VT0001062"	"skos:exactMatch"	"VT:0001062"	"oculomotor nerve size trait"
"OBA:VT0001063"	"skos:exactMatch"	"VT:0001063"	"trochlear nerve morphology trait"
"OBA:VT0001064"	"skos:exactMatch"	"VT:0001064"	"trochlear nerve size trait"
"OBA:VT0001065"	"skos:exactMatch"	"VT:0001065"	"trigeminal nerve morphology trait"
"OBA:VT0001067"	"skos:exactMatch"	"VT:0001067"	"mandibular nerve morphology trait"
"OBA:VT0001070"	"skos:exactMatch"	"VT:0001070"	"abducens nerve morphology trait"
"OBA:VT0001071"	"skos:exactMatch"	"VT:0001071"	"facial nerve morphology trait"
"OBA:VT0001072"	"skos:exactMatch"	"VT:0001072"	"vestibulocochlear nerve morphology trait"
"OBA:VT0001073"	"skos:exactMatch"	"VT:0001073"	"glossopharyngeal nerve morphology trait"
"OBA:VT0001074"	"skos:exactMatch"	"VT:0001074"	"vagus nerve morphology trait"
"OBA:VT0001075"	"skos:exactMatch"	"VT:0001075"	"accessory nerve morphology trait"
"OBA:VT0001076"	"skos:exactMatch"	"VT:0001076"	"hypoglossal nerve morphology trait"
"OBA:VT0001077"	"skos:exactMatch"	"VT:0001077"	"spinal nerve morphology trait"
"OBA:VT0001078"	"skos:exactMatch"	"VT:0001078"	"phrenic nerve morphology trait"
"OBA:VT0001081"	"skos:exactMatch"	"VT:0001081"	"cranial ganglion morphology trait"
"OBA:VT0001082"	"skos:exactMatch"	"VT:0001082"	"geniculate ganglion morphology trait"
"OBA:VT0001083"	"skos:exactMatch"	"VT:0001083"	"geniculate ganglion size trait"
"OBA:VT0001084"	"skos:exactMatch"	"VT:0001084"	"petrosal ganglion morphology trait"
"OBA:VT0001085"	"skos:exactMatch"	"VT:0001085"	"petrosal ganglion size trait"
"OBA:VT0001087"	"skos:exactMatch"	"VT:0001087"	"nodose ganglion morphology trait"
"OBA:VT0001088"	"skos:exactMatch"	"VT:0001088"	"nodose ganglion size trait"
"OBA:VT0001092"	"skos:exactMatch"	"VT:0001092"	"trigeminal ganglion morphology trait"
"OBA:VT0001095"	"skos:exactMatch"	"VT:0001095"	"trigeminal ganglion size trait"
"OBA:VT0001096"	"skos:exactMatch"	"VT:0001096"	"glossopharyngeal ganglion morphology trait"
"OBA:VT0001097"	"skos:exactMatch"	"VT:0001097"	"superior glossopharyngeal ganglion morphology trait"
"OBA:VT0001098"	"skos:exactMatch"	"VT:0001098"	"superior glossopharyngeal ganglion size trait"
"OBA:VT0001100"	"skos:exactMatch"	"VT:0001100"	"vagus ganglion morphology"
"OBA:VT0001101"	"skos:exactMatch"	"VT:0001101"	"superior vagus ganglion morphology trait"
"OBA:VT0001102"	"skos:exactMatch"	"VT:0001102"	"superior vagus ganglion size trait"
"OBA:VT0001119"	"skos:exactMatch"	"VT:0001119"	"female reproductive system morphology trait"
"OBA:VT0001120"	"skos:exactMatch"	"VT:0001120"	"uterus morphology trait"
"OBA:VT0001126"	"skos:exactMatch"	"VT:0001126"	"ovary morphology trait"
"OBA:VT0001127"	"skos:exactMatch"	"VT:0001127"	"ovary size trait"
"OBA:VT0001131"	"skos:exactMatch"	"VT:0001131"	"ovarian follicle morphology trait"
"OBA:VT0001135"	"skos:exactMatch"	"VT:0001135"	"cervix morphology trait"
"OBA:VT0001137"	"skos:exactMatch"	"VT:0001137"	"cervical epithelium morphology trait"
"OBA:VT0001138"	"skos:exactMatch"	"VT:0001138"	"cervical squamous epithelium morphology trait"
"OBA:VT0001139"	"skos:exactMatch"	"VT:0001139"	"vagina morphology trait"
"OBA:VT0001140"	"skos:exactMatch"	"VT:0001140"	"vaginal epithelium morphology trait"
"OBA:VT0001141"	"skos:exactMatch"	"VT:0001141"	"vaginal epithelium thickness"
"OBA:VT0001142"	"skos:exactMatch"	"VT:0001142"	"vaginal opening morphology trait"
"OBA:VT0001143"	"skos:exactMatch"	"VT:0001143"	"vaginal opening size trait"
"OBA:VT0001145"	"skos:exactMatch"	"VT:0001145"	"male reproductive system morphology trait"
"OBA:VT0001146"	"skos:exactMatch"	"VT:0001146"	"testes morphology trait"
"OBA:VT0001148"	"skos:exactMatch"	"VT:0001148"	"testes size trait"
"OBA:VT0001150"	"skos:exactMatch"	"VT:0001150"	"scrotum size trait"
"OBA:VT0001151"	"skos:exactMatch"	"VT:0001151"	"foreskin size trait"
"OBA:VT0001153"	"skos:exactMatch"	"VT:0001153"	"seminiferous tubule size trait"
"OBA:VT0001156"	"skos:exactMatch"	"VT:0001156"	"spermatogenesis trait"
"OBA:VT0001158"	"skos:exactMatch"	"VT:0001158"	"prostate morphology trait"
"OBA:VT0001163"	"skos:exactMatch"	"VT:0001163"	"coagulating gland morphology trait"
"OBA:VT0001168"	"skos:exactMatch"	"VT:0001168"	"prostate epithelium morphology trait"
"OBA:VT0001169"	"skos:exactMatch"	"VT:0001169"	"bulbourethral gland morphology trait"
"OBA:VT0001170"	"skos:exactMatch"	"VT:0001170"	"bulbourethral gland size trait"
"OBA:VT0001175"	"skos:exactMatch"	"VT:0001175"	"lung morphology trait"
"OBA:VT0001176"	"skos:exactMatch"	"VT:0001176"	"lung development trait"
"OBA:VT0001179"	"skos:exactMatch"	"VT:0001179"	"alveolar septum thickness"
"OBA:VT0001183"	"skos:exactMatch"	"VT:0001183"	"respiratory alveoli size trait"
"OBA:VT0001200"	"skos:exactMatch"	"VT:0001200"	"skin thickness"
"OBA:VT0001216"	"skos:exactMatch"	"VT:0001216"	"epidermis morphology trait"
"OBA:VT0001219"	"skos:exactMatch"	"VT:0001219"	"epidermis thickness"
"OBA:VT0001225"	"skos:exactMatch"	"VT:0001225"	"epidermis development trait"
"OBA:VT0001231"	"skos:exactMatch"	"VT:0001231"	"epidermis stratum basale morphology trait"
"OBA:VT0001236"	"skos:exactMatch"	"VT:0001236"	"epidermis stratum spinosum morphology trait"
"OBA:VT0001237"	"skos:exactMatch"	"VT:0001237"	"epidermis stratum spinosum cell size trait"
"OBA:VT0001238"	"skos:exactMatch"	"VT:0001238"	"epidermis stratum spinosum thickness"
"OBA:VT0001239"	"skos:exactMatch"	"VT:0001239"	"epidermis stratum granulosum morphology trait"
"OBA:VT0001240"	"skos:exactMatch"	"VT:0001240"	"epidermis stratum corneum morphology trait"
"OBA:VT0001242"	"skos:exactMatch"	"VT:0001242"	"epidermis stratum corneum thickness"
"OBA:VT0001243"	"skos:exactMatch"	"VT:0001243"	"dermis morphology trait"
"OBA:VT0001245"	"skos:exactMatch"	"VT:0001245"	"dermis thickness"
"OBA:VT0001248"	"skos:exactMatch"	"VT:0001248"	"connective tissue morphology trait"
"OBA:VT0001250"	"skos:exactMatch"	"VT:0001250"	"dermis stratum papillare morphology trait"
"OBA:VT0001253"	"skos:exactMatch"	"VT:0001253"	"body height"
"OBA:VT0001256"	"skos:exactMatch"	"VT:0001256"	"body length"
"OBA:VT0001259"	"skos:exactMatch"	"VT:0001259"	"body mass"
"OBA:VT0001274"	"skos:exactMatch"	"VT:0001274"	"vibrissa shape trait"
"OBA:VT0001277"	"skos:exactMatch"	"VT:0001277"	"vibrissa organization trait"
"OBA:VT0001281"	"skos:exactMatch"	"VT:0001281"	"vibrissa length"
"OBA:VT0001286"	"skos:exactMatch"	"VT:0001286"	"eye development trait"
"OBA:VT0001299"	"skos:exactMatch"	"VT:0001299"	"eye orientation trait"
"OBA:VT0001303"	"skos:exactMatch"	"VT:0001303"	"lens morphology trait"
"OBA:VT0001305"	"skos:exactMatch"	"VT:0001305"	"lens size trait"
"OBA:VT0001308"	"skos:exactMatch"	"VT:0001308"	"lens polarity trait"
"OBA:VT0001310"	"skos:exactMatch"	"VT:0001310"	"conjunctiva morphology trait"
"OBA:VT0001312"	"skos:exactMatch"	"VT:0001312"	"cornea morphology trait"
"OBA:VT0001317"	"skos:exactMatch"	"VT:0001317"	"pupil morphology trait"
"OBA:VT0001319"	"skos:exactMatch"	"VT:0001319"	"pupil shape trait"
"OBA:VT0001321"	"skos:exactMatch"	"VT:0001321"	"pupil size trait"
"OBA:VT0001322"	"skos:exactMatch"	"VT:0001322"	"iris morphology trait"
"OBA:VT0001324"	"skos:exactMatch"	"VT:0001324"	"eye pigmentation trait"
"OBA:VT0001325"	"skos:exactMatch"	"VT:0001325"	"retina morphology trait"
"OBA:VT0001330"	"skos:exactMatch"	"VT:0001330"	"optic nerve morphology trait"
"OBA:VT0001334"	"skos:exactMatch"	"VT:0001334"	"optic tract size trait"
"OBA:VT0001340"	"skos:exactMatch"	"VT:0001340"	"eyelid morphology trait"
"OBA:VT0001345"	"skos:exactMatch"	"VT:0001345"	"meibomian gland size trait"
"OBA:VT0001346"	"skos:exactMatch"	"VT:0001346"	"lacrimal gland morphology trait"
"OBA:VT0001348"	"skos:exactMatch"	"VT:0001348"	"lacrimal gland physiology trait"
"OBA:VT0001387"	"skos:exactMatch"	"VT:0001387"	"spiral ligament size trait"
"OBA:VT0001418"	"skos:exactMatch"	"VT:0001418"	"tectorial membrane size trait"
"OBA:VT0001421"	"skos:exactMatch"	"VT:0001421"	"scala media size trait"
"OBA:VT0001422"	"skos:exactMatch"	"VT:0001422"	"drinking behavior trait"
"OBA:VT0001431"	"skos:exactMatch"	"VT:0001431"	"eating behavior trait"
"OBA:VT0001440"	"skos:exactMatch"	"VT:0001440"	"grooming behavior trait"
"OBA:VT0001444"	"skos:exactMatch"	"VT:0001444"	"scala tympani size trait"
"OBA:VT0001456"	"skos:exactMatch"	"VT:0001456"	"otic capsule size trait"
"OBA:VT0001459"	"skos:exactMatch"	"VT:0001459"	"vestibule size trait"
"OBA:VT0001464"	"skos:exactMatch"	"VT:0001464"	"incus size trait"
"OBA:VT0001465"	"skos:exactMatch"	"VT:0001465"	"malleus size trait"
"OBA:VT0001501"	"skos:exactMatch"	"VT:0001501"	"sleep behavior trait"
"OBA:VT0001525"	"skos:exactMatch"	"VT:0001525"	"balance trait"
"OBA:VT0001529"	"skos:exactMatch"	"VT:0001529"	"vocalization trait"
"OBA:VT0001539"	"skos:exactMatch"	"VT:0001539"	"caudal vertebra quantity"
"OBA:VT0001542"	"skos:exactMatch"	"VT:0001542"	"bone strength trait"
"OBA:VT0001544"	"skos:exactMatch"	"VT:0001544"	"cardiovascular system physiology trait"
"OBA:VT0001547"	"skos:exactMatch"	"VT:0001547"	"lipid amount"
"OBA:VT0001560"	"skos:exactMatch"	"VT:0001560"	"blood insulin amount"
"OBA:VT0001562"	"skos:exactMatch"	"VT:0001562"	"blood calcium amount"
"OBA:VT0001565"	"skos:exactMatch"	"VT:0001565"	"blood phosphate amount"
"OBA:VT0001569"	"skos:exactMatch"	"VT:0001569"	"blood bilirubin amount"
"OBA:VT0001588"	"skos:exactMatch"	"VT:0001588"	"blood hemoglobin amount"
"OBA:VT0001601"	"skos:exactMatch"	"VT:0001601"	"myelopoiesis trait"
"OBA:VT0001614"	"skos:exactMatch"	"VT:0001614"	"blood vessel morphology trait"
"OBA:VT0001649"	"skos:exactMatch"	"VT:0001649"	"symphysis menti morphology trait"
"OBA:VT0001663"	"skos:exactMatch"	"VT:0001663"	"gastrointestinal system physiology trait"
"OBA:VT0001664"	"skos:exactMatch"	"VT:0001664"	"digestion trait"
"OBA:VT0001675"	"skos:exactMatch"	"VT:0001675"	"ectoderm development trait"
"OBA:VT0001680"	"skos:exactMatch"	"VT:0001680"	"mesoderm development trait"
"OBA:VT0001684"	"skos:exactMatch"	"VT:0001684"	"axial mesoderm development trait"
"OBA:VT0001685"	"skos:exactMatch"	"VT:0001685"	"endoderm development trait"
"OBA:VT0001688"	"skos:exactMatch"	"VT:0001688"	"somite development trait"
"OBA:VT0001691"	"skos:exactMatch"	"VT:0001691"	"somite shape trait"
"OBA:VT0001695"	"skos:exactMatch"	"VT:0001695"	"gastrulation trait"
"OBA:VT0001697"	"skos:exactMatch"	"VT:0001697"	"embryo size trait"
"OBA:VT0001710"	"skos:exactMatch"	"VT:0001710"	"amniotic fold morphology trait"
"OBA:VT0001711"	"skos:exactMatch"	"VT:0001711"	"placenta morphology trait"
"OBA:VT0001712"	"skos:exactMatch"	"VT:0001712"	"placenta development trait"
"OBA:VT0001716"	"skos:exactMatch"	"VT:0001716"	"placenta labyrinth morphology trait"
"OBA:VT0001718"	"skos:exactMatch"	"VT:0001718"	"yolk sac morphology trait"
"OBA:VT0001721"	"skos:exactMatch"	"VT:0001721"	"blood island morphology trait"
"OBA:VT0001722"	"skos:exactMatch"	"VT:0001722"	"yolk sac color"
"OBA:VT0001724"	"skos:exactMatch"	"VT:0001724"	"extraembryonic endoderm morphology trait"
"OBA:VT0001725"	"skos:exactMatch"	"VT:0001725"	"umbilical cord morphology trait"
"OBA:VT0001726"	"skos:exactMatch"	"VT:0001726"	"allantois morphology trait"
"OBA:VT0001727"	"skos:exactMatch"	"VT:0001727"	"embryo implantation trait"
"OBA:VT0001740"	"skos:exactMatch"	"VT:0001740"	"epinephrine secretion trait"
"OBA:VT0001744"	"skos:exactMatch"	"VT:0001744"	"corticosterone secretion trait"
"OBA:VT0001754"	"skos:exactMatch"	"VT:0001754"	"blood corticotropin-releasing hormone amount"
"OBA:VT0001758"	"skos:exactMatch"	"VT:0001758"	"urine glucose amount"
"OBA:VT0001764"	"skos:exactMatch"	"VT:0001764"	"homeostasis trait"
"OBA:VT0001765"	"skos:exactMatch"	"VT:0001765"	"ion homeostasis trait"
"OBA:VT0001770"	"skos:exactMatch"	"VT:0001770"	"iron amount"
"OBA:VT0001771"	"skos:exactMatch"	"VT:0001771"	"blood magnesium amount"
"OBA:VT0001775"	"skos:exactMatch"	"VT:0001775"	"selenium amount"
"OBA:VT0001776"	"skos:exactMatch"	"VT:0001776"	"blood sodium amount"
"OBA:VT0001778"	"skos:exactMatch"	"VT:0001778"	"brown adipose amount"
"OBA:VT0001781"	"skos:exactMatch"	"VT:0001781"	"white adipose amount"
"OBA:VT0001784"	"skos:exactMatch"	"VT:0001784"	"fluid regulation trait"
"OBA:VT0001790"	"skos:exactMatch"	"VT:0001790"	"immune system physiology trait"
"OBA:VT0001835"	"skos:exactMatch"	"VT:0001835"	"antigen presentation trait"
"OBA:VT0001879"	"skos:exactMatch"	"VT:0001879"	"lymphatic vessel morphology trait"
"OBA:VT0001881"	"skos:exactMatch"	"VT:0001881"	"mammary gland physiology trait"
"OBA:VT0001882"	"skos:exactMatch"	"VT:0001882"	"lactation trait"
"OBA:VT0001884"	"skos:exactMatch"	"VT:0001884"	"mammary alveoli morphology trait"
"OBA:VT0001885"	"skos:exactMatch"	"VT:0001885"	"mammary duct morphology trait"
"OBA:VT0001905"	"skos:exactMatch"	"VT:0001905"	"nervous system dopamine amount"
"OBA:VT0001919"	"skos:exactMatch"	"VT:0001919"	"reproductive system physiology trait"
"OBA:VT0001922"	"skos:exactMatch"	"VT:0001922"	"male fertility trait"
"OBA:VT0001928"	"skos:exactMatch"	"VT:0001928"	"ovulation trait"
"OBA:VT0001931"	"skos:exactMatch"	"VT:0001931"	"oogenesis trait"
"OBA:VT0001932"	"skos:exactMatch"	"VT:0001932"	"spermiogenesis trait"
"OBA:VT0001942"	"skos:exactMatch"	"VT:0001942"	"lung capacity"
"OBA:VT0001944"	"skos:exactMatch"	"VT:0001944"	"pancreas morphology trait"
"OBA:VT0001961"	"skos:exactMatch"	"VT:0001961"	"reflex trait"
"OBA:VT0001983"	"skos:exactMatch"	"VT:0001983"	"olfactory system physiology trait"
"OBA:VT0001984"	"skos:exactMatch"	"VT:0001984"	"olfaction trait"
"OBA:VT0001985"	"skos:exactMatch"	"VT:0001985"	"gustatory system physiology trait"
"OBA:VT0001986"	"skos:exactMatch"	"VT:0001986"	"taste sensitivity trait"
"OBA:VT0002059"	"skos:exactMatch"	"VT:0002059"	"seminal gland morphology trait"
"OBA:VT0002068"	"skos:exactMatch"	"VT:0002068"	"parental behavior trait"
"OBA:VT0002074"	"skos:exactMatch"	"VT:0002074"	"hair texture trait"
"OBA:VT0002076"	"skos:exactMatch"	"VT:0002076"	"hair follicle morphology trait"
"OBA:VT0002086"	"skos:exactMatch"	"VT:0002086"	"extraembryonic tissue morphology trait"
"OBA:VT0002090"	"skos:exactMatch"	"VT:0002090"	"vision trait"
"OBA:VT0002092"	"skos:exactMatch"	"VT:0002092"	"eye morphology trait"
"OBA:VT0002096"	"skos:exactMatch"	"VT:0002096"	"skin morphology trait"
"OBA:VT0002098"	"skos:exactMatch"	"VT:0002098"	"vibrissa morphology trait"
"OBA:VT0002100"	"skos:exactMatch"	"VT:0002100"	"tooth morphology trait"
"OBA:VT0002102"	"skos:exactMatch"	"VT:0002102"	"ear morphology trait"
"OBA:VT0002104"	"skos:exactMatch"	"VT:0002104"	"hearing physiology trait"
"OBA:VT0002106"	"skos:exactMatch"	"VT:0002106"	"muscular system physiology trait"
"OBA:VT0002108"	"skos:exactMatch"	"VT:0002108"	"muscular system morphology trait"
"OBA:VT0002109"	"skos:exactMatch"	"VT:0002109"	"limb morphology trait"
"OBA:VT0002110"	"skos:exactMatch"	"VT:0002110"	"digit morphology trait"
"OBA:VT0002111"	"skos:exactMatch"	"VT:0002111"	"tail morphology trait"
"OBA:VT0002114"	"skos:exactMatch"	"VT:0002114"	"axial skeleton morphology trait"
"OBA:VT0002116"	"skos:exactMatch"	"VT:0002116"	"craniofacial bone morphology trait"
"OBA:VT0002118"	"skos:exactMatch"	"VT:0002118"	"lipid homeostasis trait"
"OBA:VT0002121"	"skos:exactMatch"	"VT:0002121"	"metabolism trait"
"OBA:VT0002123"	"skos:exactMatch"	"VT:0002123"	"hematopoiesis trait"
"OBA:VT0002127"	"skos:exactMatch"	"VT:0002127"	"cardiovascular system morphology trait"
"OBA:VT0002132"	"skos:exactMatch"	"VT:0002132"	"respiratory system morphology trait"
"OBA:VT0002133"	"skos:exactMatch"	"VT:0002133"	"respiratory system physiology trait"
"OBA:VT0002135"	"skos:exactMatch"	"VT:0002135"	"kidney morphology trait"
"OBA:VT0002136"	"skos:exactMatch"	"VT:0002136"	"kidney physiology trait"
"OBA:VT0002138"	"skos:exactMatch"	"VT:0002138"	"hepatobiliary system morphology trait"
"OBA:VT0002139"	"skos:exactMatch"	"VT:0002139"	"hepatobiliary system physiology trait"
"OBA:VT0002144"	"skos:exactMatch"	"VT:0002144"	"B cell development trait"
"OBA:VT0002145"	"skos:exactMatch"	"VT:0002145"	"T cell development trait"
"OBA:VT0002152"	"skos:exactMatch"	"VT:0002152"	"brain morphology trait"
"OBA:VT0002160"	"skos:exactMatch"	"VT:0002160"	"reproductive system morphology trait"
"OBA:VT0002163"	"skos:exactMatch"	"VT:0002163"	"gland morphology trait"
"OBA:VT0002164"	"skos:exactMatch"	"VT:0002164"	"gland physiology trait"
"OBA:VT0002176"	"skos:exactMatch"	"VT:0002176"	"brain mass"
"OBA:VT0002177"	"skos:exactMatch"	"VT:0002177"	"outer ear morphology trait"
"OBA:VT0002184"	"skos:exactMatch"	"VT:0002184"	"innervation trait"
"OBA:VT0002187"	"skos:exactMatch"	"VT:0002187"	"fibula morphology trait"
"OBA:VT0002191"	"skos:exactMatch"	"VT:0002191"	"artery morphology trait"
"OBA:VT0002199"	"skos:exactMatch"	"VT:0002199"	"brain commissure morphology trait"
"OBA:VT0002200"	"skos:exactMatch"	"VT:0002200"	"brain ventricle/choroid plexus morphology trait"
"OBA:VT0002210"	"skos:exactMatch"	"VT:0002210"	"sex determination trait"
"OBA:VT0002211"	"skos:exactMatch"	"VT:0002211"	"primary sex determination trait"
"OBA:VT0002216"	"skos:exactMatch"	"VT:0002216"	"seminiferous tubule morphology trait"
"OBA:VT0002221"	"skos:exactMatch"	"VT:0002221"	"immune system organ size trait"
"OBA:VT0002224"	"skos:exactMatch"	"VT:0002224"	"spleen size trait"
"OBA:VT0002227"	"skos:exactMatch"	"VT:0002227"	"spleen capsule morphology trait"
"OBA:VT0002228"	"skos:exactMatch"	"VT:0002228"	"spleen trabecular vein morphology trait"
"OBA:VT0002231"	"skos:exactMatch"	"VT:0002231"	"primitive streak morphology trait"
"OBA:VT0002233"	"skos:exactMatch"	"VT:0002233"	"nose morphology trait"
"OBA:VT0002234"	"skos:exactMatch"	"VT:0002234"	"pharynx morphology trait"
"OBA:VT0002235"	"skos:exactMatch"	"VT:0002235"	"external nares morphology trait"
"OBA:VT0002236"	"skos:exactMatch"	"VT:0002236"	"internal nares morphology trait"
"OBA:VT0002237"	"skos:exactMatch"	"VT:0002237"	"nasal cavity morphology trait"
"OBA:VT0002238"	"skos:exactMatch"	"VT:0002238"	"nasal mucosa morphology trait"
"OBA:VT0002239"	"skos:exactMatch"	"VT:0002239"	"nasal septum morphology trait"
"OBA:VT0002240"	"skos:exactMatch"	"VT:0002240"	"paranasal sinus morphology trait"
"OBA:VT0002242"	"skos:exactMatch"	"VT:0002242"	"olfactory mucosa morphology trait"
"OBA:VT0002243"	"skos:exactMatch"	"VT:0002243"	"vomeronasal organ morphology trait"
"OBA:VT0002244"	"skos:exactMatch"	"VT:0002244"	"turbinated bone morphology trait"
"OBA:VT0002245"	"skos:exactMatch"	"VT:0002245"	"ethmoid sinus morphology trait"
"OBA:VT0002246"	"skos:exactMatch"	"VT:0002246"	"frontal sinus morphology trait"
