id	predicate	value
EFO:0020272	rdfs:label	collectin-12 measurement
EFO:0010378	rdfs:label	phosphatidylcholine 34:4 measurement@en
EFO:0008422	rdfs:label	susceptibility to infectious disease measurement
EFO:0007857	rdfs:label	facial depth measurement
EFO:0030082	rdfs:label	polygenic risk score
EFO:0021406	rdfs:label	isoleucine-to-X-11529 ratio
EFO:0020868	rdfs:label	diglyceride change measurement
EFO:0020675	rdfs:label	protein jagged-2 measurement
EFO:0004530	rdfs:label	triglyceride measurement
EFO:0007705	rdfs:label	manic episode measurement
EFO:0008363	rdfs:label	gamma-linoleic acid measurement
EFO:0020418	rdfs:label	granzyme b measurement
EFO:0021258	rdfs:label	X-11787 measurement
EFO:0020186	rdfs:label	bone morphogenetic protein 6 measurement
EFO:0010570	rdfs:label	ventricular enlargement measurement@en
EFO:0010641	rdfs:label	3-ureidopropionate measurement@en
EFO:0009419	rdfs:label	CX3CL1 measurement
EFO:0010450	rdfs:label	3-phosphoglyceric acid@en
EFO:0004515	rdfs:label	muscle measurement
EFO:0009927	rdfs:label	Antihypertensive use measurement
EFO:0021368	rdfs:label	X-14374 measurement
EFO:0006334	rdfs:label	total iron binding capacity
EFO:0020130	rdfs:label	adenylosuccinate lyase measurement
EFO:0020578	rdfs:label	mitogen-activated protein kinase 14 measurement
EFO:0000714	rdfs:label	survival time
EFO:0005677	rdfs:label	puberty onset measurement
EFO:0007677	rdfs:label	LDL peak particle diameter measurement
EFO:0010239	rdfs:label	cortisol:DHEAS ratio measurement@en
EFO:0021070	rdfs:label	oleate 18:1n9 measurement
EFO:0020688	rdfs:label	protein set measurement
EFO:0021211	rdfs:label	X-09789 measurement
EFO:0008329	rdfs:label	facial emotion recognition measurement
EFO:0020300	rdfs:label	cystatin-S measurement
EFO:0021180	rdfs:label	theophylline measurement
EFO:0008183	rdfs:label	interleukin 27 receptor subunit alpha measurement
EFO:0007015	rdfs:label	3-hydroxy-1-methylpropylmercapturic acid measurement
EFO:0020485	rdfs:label	interferon lambda-1 measurement
EFO:0021321	rdfs:label	X-12696 measurement
EFO:0009369	rdfs:label	diffusing capacity of the lung for carbon monoxide
EFO:0021078	rdfs:label	1-arachidonoylglycerophosphoinositol measurement
EFO:0007635	rdfs:label	concentration dose ratio
EFO:0010619	rdfs:label	cathepsin L1 measurement@en
EFO:0010438	rdfs:label	triacylglycerol 58:11 measurement@en
EFO:0008031	rdfs:label	aspartate aminotransferase, cytoplasmic measurement
EFO:0009264	rdfs:label	maximum cigarettes per day measurement
EFO:0021188	rdfs:label	X-03094 measurement
EFO:0020404	rdfs:label	glial fibrillary acidic protein measurement
EFO:0005020	rdfs:label	collection latitude
EFO:0010387	rdfs:label	phosphatidylcholine 38:5 measurement@en
EFO:0010548	rdfs:label	xanthine measurement@en
EFO:0008141	rdfs:label	granulins measurement
EFO:0007971	rdfs:label	estrone conjugate measurement
EFO:0009374	rdfs:label	energy intake measurement
EFO:0008294	rdfs:label	superoxide dismutase [Mn], mitochondrial measurement
EFO:0020902	rdfs:label	bombay phenotype@en
EFO:0008039	rdfs:label	BMI-adjusted hip circumference
EFO:0020743	rdfs:label	slit and ntrk-like protein 5 measurement
EFO:0020667	rdfs:label	protein amnionless measurement
EFO:0021031	rdfs:label	threitol measurement
EFO:0008149	rdfs:label	hemopexin measurement
EFO:0020007	rdfs:label	X-21467 measurement@en
EFO:0021141	rdfs:label	gamma-glutamylmethionine measurement
EFO:0020061	rdfs:label	diacylglycerol 36:2 measurement
EFO:0008044	rdfs:label	C-C motif chemokine 16 measurement
EFO:0007885	rdfs:label	JT interval
EFO:0020361	rdfs:label	epiregulin measurement
EFO:0020117	rdfs:label	40s ribosomal protein S3 measurement
EFO:0010501	rdfs:label	indole-3-propionate measurement@en
EFO:0010491	rdfs:label	glycocholate measurement@en
EFO:0007628	rdfs:label	gas trapping measurement
EFO:0021243	rdfs:label	X-11483 measurement
EFO:0020964	rdfs:label	esterified campesterol measurement@en
EFO:0005890	rdfs:label	osteoarthritis biomarker measurement
EFO:0008102	rdfs:label	copine-1 measurement
EFO:0011001	rdfs:label	scyllo-inositol measurement
EFO:0007788	rdfs:label	BMI-adjusted waist-hip ratio
EFO:0020306	rdfs:label	cytokine receptor-like factor 2 measurement
EFO:0021266	rdfs:label	X-11843 measurement
EFO:0021337	rdfs:label	X-12830 measurement
EFO:0009437	rdfs:label	offspring mortality measurement
EFO:0010930	rdfs:label	TNF-related apoptosis-inducing ligand receptor 2 measurement
EFO:0008280	rdfs:label	serine protease 27 measurement
EFO:0007898	rdfs:label	alpha-tocopherol measurement
EFO:0020582	rdfs:label	mitogen-activated protein kinase kinase kinase 7:tgf-beta-activated kinase 1 and map3k7-binding protein 1 fusion measurement
EFO:0008023	rdfs:label	angiopoietin-1 receptor, soluble measurement
EFO:0008206	rdfs:label	left ventricular systolic function measurement
EFO:0021134	rdfs:label	ADpSGEGDFXAEGGGVR measurement
EFO:0020596	rdfs:label	neurexin-1-beta measurement
EFO:0021009	rdfs:label	3-methoxytyrosine measurement
EFO:0010797	rdfs:label	sulfotrasferase 1A1 measurement
EFO:0008390	rdfs:label	prothrombin time measurement
EFO:0020521	rdfs:label	kin of IRRE-like protein 3 measurement
EFO:0020692	rdfs:label	prothrombin measurement
EFO:0008133	rdfs:label	fibronectin measurement
EFO:0020459	rdfs:label	hyaluronan and proteoglycan link protein 1 measurement
EFO:0008469	rdfs:label	B-type natriuretic peptide to N-terminal pro B-type natriuretic peptide ratio
EFO:0020268	rdfs:label	coiled-coil domain-containing protein 80 measurement
EFO:0020784	rdfs:label	translationally-controlled tumor protein measurement
EFO:0007614	rdfs:label	asthma exacerbation measurement
EFO:0010372	rdfs:label	phosphatidylcholine 32:0 measurement@en
EFO:0005851	rdfs:label	height-adjusted body mass index
EFO:0021086	rdfs:label	1-oleoylglycerophosphocholine measurement
EFO:0004814	rdfs:label	interleukin-6 receptor measurement
EFO:0010923	rdfs:label	pentraxin-related protein PTX3 measurement
EFO:0009257	rdfs:label	root mean square of the successive differences of inter beat intervals
EFO:0010750	rdfs:label	PHF-tau measurement@en
EFO:0007935	rdfs:label	urinary uric acid to creatinine ratio
EFO:0020950	rdfs:label	apolipoprotein C measurement@en
EFO:0009353	rdfs:label	Anti-Toxoplasma gondii IgG measurement
EFO:0008085	rdfs:label	Ck-beta-8-1 measurement
EFO:0600015	rdfs:label	noise exposure measurement
EFO:0021196	rdfs:label	X-05907 measurement
EFO:0020888	rdfs:label	leucine change measurement
EFO:0020412	rdfs:label	glycogen synthase kinase-3 alpha/beta measurement
EFO:0020707	rdfs:label	retinol-binding protein 4 measurement
EFO:0021252	rdfs:label	X-11540 measurement
EFO:0004731	rdfs:label	eye measurement
EFO:0020180	rdfs:label	beta-2-microglobulin measurement
EFO:0004459	rdfs:label	ferritin measurement
EFO:0010148	rdfs:label	pepsinogen-I measurement
EFO:0021362	rdfs:label	X-14057 measurement
EFO:0009215	rdfs:label	Hemoglobin C Measurement
EFO:0021105	rdfs:label	laurate 12:0 measurement
EFO:0600020	rdfs:label	time to remission of COVID-19 symptoms
EFO:0010455	rdfs:label	adipic acid mesurement@en
EFO:0011007	rdfs:label	estrogen measurement@en
EFO:0010469	rdfs:label	carnitine measurement@en
EFO:0010092	rdfs:label	bitter alcoholic beverage consumption measurement
EFO:0020841	rdfs:label	ubiquitin-conjugating enzyme E2 N measurement
EFO:0020135	rdfs:label	allograft inflammatory factor 1 measurement
EFO:0010985	rdfs:label	3-Indoxylsulfate measurement
EFO:0600028	rdfs:label	N-acylethanolamine measurement
EFO:0020943	rdfs:label	cholesterol:total lipids ratio@en
EFO:0020770	rdfs:label	thrombospondin-1 measurement
EFO:0008078	rdfs:label	CD27 antigen measurement
EFO:0020513	rdfs:label	kallikrein-14 measurement
EFO:0004744	rdfs:label	matrix metalloproteinase measurement
EFO:0020527	rdfs:label	lamin-B1 measurement
EFO:0021072	rdfs:label	palmitoleate 16:1n7 measurement
EFO:0008188	rdfs:label	interleukin 6 receptor subunit beta measurement
EFO:0004341	rdfs:label	body fat distribution
EFO:0007802	rdfs:label	obsessive-compulsive symptom measurement
EFO:0020229	rdfs:label	carbonic anhydrase 3 measurement
EFO:0021341	rdfs:label	X-12850 measurement
EFO:0008244	rdfs:label	neurexophilin-1 measurement
EFO:0021355	rdfs:label	X-13553 measurement
EFO:0021182	rdfs:label	X-02249 measurement
EFO:0010701	rdfs:label	mean reticulocyte volume@en
EFO:0004586	rdfs:label	complete blood cell count
EFO:0004790	rdfs:label	CD40 ligand measurement
EFO:0008354	rdfs:label	cognitive function measurement
EFO:0006521	rdfs:label	calcium intake measurement
EFO:0010811	rdfs:label	carbohydrate intake measurement@en
EFO:0007927	rdfs:label	schizophrenia symptom severity measurement
EFO:0021027	rdfs:label	mannitol measurement
EFO:0005054	rdfs:label	QRS complex
EFO:0004869	rdfs:label	YKL40 measurement
EFO:0004696	rdfs:label	sex hormone-binding globulin measurement
EFO:0010226	rdfs:label	phosphatidylcholine measurement@en
EFO:0020956	rdfs:label	pancreatic secretory trypsin inhibitor protein measurement@en
EFO:0009394	rdfs:label	hippocampal CA1 volume
EFO:0020011	rdfs:label	X-16964 measurement@en
EFO:0006957	rdfs:label	X12063 measurement
EFO:0006784	rdfs:label	body height at birth
EFO:0021293	rdfs:label	X-12212 measurement
EFO:0020506	rdfs:label	interleukin-37 measurement
EFO:0004798	rdfs:label	copy number variation
EFO:0004979	rdfs:label	comprehensive strength index
EFO:0020333	rdfs:label	drebrin-like protein measurement
EFO:0008412	rdfs:label	susceptibility to vaginal yeast infection measurement
EFO:0006798	rdfs:label	neuritic plaque measurement
EFO:0020347	rdfs:label	endostatin measurement
EFO:0020121	rdfs:label	60 kda heat shock protein, mitochondrial measurement
EFO:0020873	rdfs:label	apolipoprotein A 1 change measurement
EFO:0020616	rdfs:label	NDUC domain-containing protein 3 measurement
EFO:0007622	rdfs:label	sRAGE measurement
EFO:0007012	rdfs:label	NSAID use measurement
EFO:0600061	rdfs:label	blood group B
EFO:0008064	rdfs:label	calpain I measurement
EFO:0003892	rdfs:label	pulmonary function measurement
EFO:0021175	rdfs:label	3-methylxanthine measurement
EFO:0020366	rdfs:label	eukaryotic initiation factor 4a-III measurement
EFO:0010521	rdfs:label	phosphocreatine measurement@en
EFO:0004952	rdfs:label	disease recurrence
EFO:0008174	rdfs:label	interleukin 17 measurement
EFO:0006514	rdfs:label	Alzheimer's disease biomarker measurement
EFO:0020896	rdfs:label	glycoprotein change measurement
EFO:0007790	rdfs:label	Epstein Barr virus nuclear antigen 1 IgG measurement
EFO:0020776	rdfs:label	tissue-type plasminogen activator measurement
EFO:0009290	rdfs:label	left ventricular mass index
EFO:0021133	rdfs:label	pyroglutamylglycine measurement
EFO:0020568	rdfs:label	methionine aminopeptidase 1 measurement
EFO:0010156	rdfs:label	sweet liking measurement
EFO:0009304	rdfs:label	percent glycated albumin
EFO:0010424	rdfs:label	triacylglycerol 54:6 measurement@en
EFO:0007962	rdfs:label	polybrominated diphenyl ether measurement
EFO:0021396	rdfs:label	indoleacetate-to-N2,N2-dimethylguanosine ratio
EFO:0020104	rdfs:label	pelvis bone mineral density@en
EFO:0020907	rdfs:label	very low density lipoprotein particle size change measurement
EFO:0020734	rdfs:label	serine/threonine-protein kinase TBK1 measurement
EFO:0010707	rdfs:label	trans-3-hydroxycotinine measurement@en
EFO:0010534	rdfs:label	suberic acid measurement@en
EFO:0008299	rdfs:label	thrombospondin-2 measurement
EFO:0007737	rdfs:label	BMI-adjusted adiponectin measurement
EFO:0600054	rdfs:label	complement factor H-related protein 1 measurement
EFO:0005189	rdfs:label	respiratory quotient
EFO:0020262	rdfs:label	coactosin-like protein measurement
EFO:0004527	rdfs:label	mean corpuscular hemoglobin
EFO:0020214	rdfs:label	cadherin-6 measurement
EFO:0008025	rdfs:label	angiotensinogen measurement
EFO:0006527	rdfs:label	smoking status measurement
EFO:0021036	rdfs:label	taurolithocholate 3-sulfate measurement
EFO:0008167	rdfs:label	interleukin 1 Receptor accessory protein measurement
EFO:0004305	rdfs:label	erythrocyte count
EFO:0004571	rdfs:label	butyrylcholinesterase measurement
EFO:0008135	rdfs:label	ficolin-2 measurement
EFO:0010922	rdfs:label	P-selectin glycoprotein ligand 1 measurement
EFO:0020066	rdfs:label	diacylglycerol 38:4 measurement
EFO:0009723	rdfs:label	job satisfaction measurement
EFO:0005194	rdfs:label	amyloid-beta measurement
EFO:0007912	rdfs:label	conscientiousness measurement
EFO:0021299	rdfs:label	X-12244--N-acetylcarnosine measurement
EFO:0011034	rdfs:label	T wave duration@en
EFO:0004297	rdfs:label	clinical laboratory measurement
EFO:0010496	rdfs:label	hippuric acid measurement@en
EFO:0008237	rdfs:label	motor development measurement
EFO:0020882	rdfs:label	lactate change measurement
EFO:0020176	rdfs:label	basigin measurement
EFO:0009420	rdfs:label	CXCL12 measurement
EFO:0020625	rdfs:label	peptidyl-prolyl cis-trans isomerase A measurement
EFO:0020727	rdfs:label	serine/threonine-protein kinase MRCK beta measurement
EFO:0010527	rdfs:label	pyridoxate measurement@en
EFO:0008120	rdfs:label	endothelial cell-selective adhesion molecule measurement
EFO:0021106	rdfs:label	pelargonate 9:0 measurement
EFO:0010650	rdfs:label	creativity measurement@en
EFO:0010637	rdfs:label	salivary metabolite measurement
EFO:0020837	rdfs:label	tyrosine-protein phosphatase non-receptor type 6 measurement
EFO:0021382	rdfs:label	N-acetylornithine-to-myo-inositol ratio
EFO:0021201	rdfs:label	X-06307 measurement
EFO:0008128	rdfs:label	fetuin-B measurement
EFO:0021125	rdfs:label	N2,N2-dimethylguanosine measurement
EFO:0010742	rdfs:label	protein binding measurement@en
EFO:0021139	rdfs:label	gamma-glutamylisoleucine measurement
EFO:0006902	rdfs:label	angiopoietin-2 receptor measurement
EFO:0010803	rdfs:label	urokinase-type plasminogen activator measurement
EFO:0010489	rdfs:label	glycerophosphocholine measurement@en
EFO:0021217	rdfs:label	X-10510 measurement
EFO:0008072	rdfs:label	cathepsin B measurement
EFO:0009240	rdfs:label	Metarubricyte Count
EFO:0020445	rdfs:label	high affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7a measurement
EFO:0010599	rdfs:label	ST2 protein measurement@en
EFO:0007778	rdfs:label	urinary albumin to creatinine ratio
EFO:0021327	rdfs:label	X-12728 measurement
EFO:0020254	rdfs:label	cerebral dopamine neurotrophic factor measurement
EFO:0020233	rdfs:label	carbonic anhydrase-related protein 10 measurement
EFO:0010363	rdfs:label	lysophosphatidylcholine 20:4 measurement@en
EFO:0008182	rdfs:label	interleukin 25 measurement
EFO:0004840	rdfs:label	cortical thickness
EFO:0009248	rdfs:label	Plasma Cell Count
EFO:0005663	rdfs:label	urinary uromodulin measurement
EFO:0010928	rdfs:label	SIR2-like protein 2 measurement
EFO:0020058	rdfs:label	diacylglycerol 34:0 measurement
EFO:0010442	rdfs:label	triacylglycerol 58:8 measurement@en
EFO:0021021	rdfs:label	3-methyl-2-oxovalerate measurement
EFO:0008246	rdfs:label	neurogenic locus notch homolog protein 1 measurement
EFO:0020168	rdfs:label	aurora kinase A measurement
EFO:0010552	rdfs:label	social environment measurement@en
EFO:0004736	rdfs:label	aspartate aminotransferase measurement
EFO:0021284	rdfs:label	X-12092 measurement
EFO:0004792	rdfs:label	plasminogen activator inhibitor 1 measurement
EFO:0008356	rdfs:label	dihomo-gamma-linoleic acid measurement
EFO:0006341	rdfs:label	transferrin measurement
EFO:0020500	rdfs:label	interleukin-22 receptor subunit alpha-2 measurement
EFO:0009416	rdfs:label	CCL21 measurement
EFO:0005056	rdfs:label	age at death
EFO:0004999	rdfs:label	N-glycan measurement
EFO:0010356	rdfs:label	lysophosphatidylcholine 14:0 measurement@en
EFO:0020610	rdfs:label	NKG2-D ligand 2 measurement
EFO:0020829	rdfs:label	tyrosine-protein kinase receptor TYRO3 measurement
EFO:0007835	rdfs:label	alcohol dependence measurement
EFO:0009343	rdfs:label	Mumps virus seropositivity
EFO:0021203	rdfs:label	X-06351 measurement
EFO:0010991	rdfs:label	formate measurement
EFO:0021388	rdfs:label	X-12038-to-bradykinin, des-arg 9 ratio
EFO:0008531	rdfs:label	GLP-1-stimulated insulin response
EFO:0004639	rdfs:label	phospholipid measurement
EFO:0007764	rdfs:label	delta-5 desaturase measurement
EFO:0021242	rdfs:label	X-11478 measurement
EFO:0021313	rdfs:label	X-12510--2-aminooctanoic acid measurement
EFO:0008341	rdfs:label	snoring measurement
EFO:0000719	rdfs:label	temporal measurement
EFO:0007014	rdfs:label	3-hydroxypropylmercapturic acid measurement
EFO:0007035	rdfs:label	Chlamydia pneumoniae seropositivity
EFO:0005131	rdfs:label	HVA measurement
EFO:0010106	rdfs:label	CD3-positive T-lymphocyte count
EFO:0008451	rdfs:label	activities of daily living score measurement
EFO:0021110	rdfs:label	1-palmitoylglycerol 1-monopalmitin measurement
EFO:0020572	rdfs:label	mitochondrial glutamate carrier 2 measurement
EFO:0008013	rdfs:label	acid sphingomyelinase-like phosphodiesterase 3a measurement
EFO:0000648	rdfs:label	period of infection
EFO:0008335	rdfs:label	ventricular repolarisation duration measurement
EFO:0007797	rdfs:label	language measurement
EFO:0005241	rdfs:label	employment status
EFO:0021346	rdfs:label	X-13183--stearamide measurement
EFO:0020320	rdfs:label	desmocollin-3 measurement
EFO:0010369	rdfs:label	lysophosphatidylethanolamine 18:2 measurement@en
EFO:0008276	rdfs:label	scavenger receptor class F member 1 measurement
EFO:0000480	rdfs:label	event death
EFO:0020430	rdfs:label	growth/differentiation factor 9 measurement
EFO:0021390	rdfs:label	lysine-to-glutaroyl carnitine ratio
EFO:0007655	rdfs:label	clusterin measurement
EFO:0020666	rdfs:label	protein 4.1 measurement
EFO:0021013	rdfs:label	phenylacetylglutamine measurement
EFO:0021062	rdfs:label	adrenate 22:4n6 measurement
EFO:0020991	rdfs:label	ethanolamine measurement@en
EFO:0010342	rdfs:label	cholesteryl ester 16:1 measurement@en
EFO:0020282	rdfs:label	complement component C9 measurement
EFO:0007911	rdfs:label	personality trait measurement
EFO:0004804	rdfs:label	birth rate
EFO:0020463	rdfs:label	immunoglobulin D measurement
EFO:0020338	rdfs:label	dynactin subunit 2 measurement
EFO:0600056	rdfs:label	complement factor H-related protein 3 measurement
EFO:0008430	rdfs:label	IgG monosialylation measurement
EFO:0004784	rdfs:label	self reported educational attainment
EFO:0007892	rdfs:label	donor genotype effect measurement
EFO:0020060	rdfs:label	diacylglycerol 36:1 measurement
EFO:0004506	rdfs:label	monocyte early outgrowth colony forming unit
EFO:0020392	rdfs:label	ficolin-3 measurement
EFO:0008169	rdfs:label	interleukin 1 receptor-like 2 measurement
EFO:0021166	rdfs:label	piperine measurement
EFO:0010526	rdfs:label	purine measurement@en
EFO:0009352	rdfs:label	Anti-Helicobacter pylori IgG measurement
EFO:0007710	rdfs:label	cognitive decline measurement
EFO:0020721	rdfs:label	semaphorin-6A measurement
EFO:0009892	rdfs:label	facial attractiveness measurement
EFO:0009281	rdfs:label	choroidal thickness measurement
EFO:0021248	rdfs:label	X-11529 measurement
EFO:0008382	rdfs:label	TP53 mutation status
EFO:0007006	rdfs:label	depressive symptom measurement
EFO:0009422	rdfs:label	CXCL5 measurement
EFO:0020295	rdfs:label	cyclin-dependent kinase 2:cyclin-A2 complex measurement
EFO:0008127	rdfs:label	Fc receptor-like protein 3 measurement
EFO:0020831	rdfs:label	tyrosine-protein kinase transmembrane receptor ROR1 measurement
EFO:0010899	rdfs:label	anti-merkel cell virus antibody measurement@en
EFO:0010429	rdfs:label	triacylglycerol 56:2 measurement@en
EFO:0020109	rdfs:label	14-3-3 protein family measurement
EFO:0010483	rdfs:label	gentisic acid measurement@en
EFO:0021221	rdfs:label	X-11261 measurement
EFO:0010244	rdfs:label	uveal melanoma disease severity@en
EFO:0007994	rdfs:label	neutrophil percentage of granulocytes
EFO:0004887	rdfs:label	maximal oxygen uptake measurement
EFO:0020205	rdfs:label	C-X-C motif chemokine 13 measurement
EFO:0010593	rdfs:label	cystatin B measurement@en
EFO:0021331	rdfs:label	X-12749 measurement
EFO:0010107	rdfs:label	CD8-positive T-lymphocyte count
EFO:0009172	rdfs:label	thyroxine-binding globulin measurement
EFO:0021068	rdfs:label	myristoleate 14:1n5 measurement
EFO:0007903	rdfs:label	magnesium:calcium ratio
EFO:0005095	rdfs:label	PR segment
EFO:0004845	rdfs:label	magnesium measurement
EFO:0020288	rdfs:label	corticosteroid-binding globulin measurement
EFO:0010397	rdfs:label	sphingomyelin 24:0 measurement@en
EFO:0011039	rdfs:label	myeloperoxidase (MPO)-DNA complex measurement@en
EFO:0006845	rdfs:label	liver disease biomarker
EFO:0020651	rdfs:label	pleiotrophin measurement
EFO:0020052	rdfs:label	diacylglycerol 30:0 measurement
EFO:0007876	rdfs:label	insomnia measurement
EFO:0007619	rdfs:label	suicide ideation measurement
EFO:0020398	rdfs:label	galectin-4 measurement
EFO:0021234	rdfs:label	X-11440 measurement
EFO:0010775	rdfs:label	colony stimulating factor 1 measurement
EFO:0020162	rdfs:label	artemin measurement
EFO:0020670	rdfs:label	protein dj-1 measurement
EFO:0010518	rdfs:label	oxide measurement@en
EFO:0008111	rdfs:label	diet measurement
EFO:0021041	rdfs:label	laurylcarnitine measurement
EFO:0004949	rdfs:label	clinical temporal measurement
EFO:0020970	rdfs:label	esterified stigmasterol measurement@en
EFO:0010628	rdfs:label	natriuretic peptides B measurement@en
EFO:0020713	rdfs:label	roundabout homolog 2 measurement
EFO:0021151	rdfs:label	catechol sulfate measurement
EFO:0010350	rdfs:label	cholesteryl ester 22:6 measurement@en
EFO:0004555	rdfs:label	glycoprotein measurement
EFO:0020823	rdfs:label	tyrosine-protein kinase FYN measurement
EFO:0020872	rdfs:label	sphingomyelin change measurement
EFO:0009235	rdfs:label	Eosinophilic Metamyelocyte Count
EFO:0007780	rdfs:label	periodontal measurement
EFO:0010475	rdfs:label	deoxycholate measurement@en
EFO:0009345	rdfs:label	Hepatitis B virus surface antigen seropositivity
EFO:0021054	rdfs:label	dodecanedioate measurement
EFO:0010400	rdfs:label	triacylglycerol 46:0 measurement@en
EFO:0020155	rdfs:label	antithrombin-III measurement
EFO:0020490	rdfs:label	interleukin-11 measurement
EFO:0004831	rdfs:label	RR interval
EFO:0010414	rdfs:label	triacylglycerol 52:2 measurement@en
EFO:0010585	rdfs:label	cancer antigen 15.3 measurement@en
EFO:0006831	rdfs:label	acute insulin response measurement
EFO:0004769	rdfs:label	anti-Mullerian hormone measurement
EFO:0010126	rdfs:label	time to first cigarette measurement
EFO:0020948	rdfs:label	salicylic acid measurement@en
EFO:0008471	rdfs:label	cardiac stress biomarker measurement
EFO:0009113	rdfs:label	alcohol exposure measurement
EFO:0005133	rdfs:label	MHPG measurement
EFO:0010433	rdfs:label	triacylglycerol 56:6 measurement@en
EFO:0008270	rdfs:label	proprotein convertase subtilisin/kexin type 7 measurement
EFO:0021012	rdfs:label	phenylacetate measurement
EFO:0007909	rdfs:label	CHGA cleavage product measurement
EFO:0008015	rdfs:label	afamin measurement
EFO:0010389	rdfs:label	phosphatidylcholine 40:6 measurement@en
EFO:0020643	rdfs:label	plasmin measurement
EFO:0020113	rdfs:label	3-hydroxy-3-methylglutaryl-coenzymeAreductase measurement
EFO:0007958	rdfs:label	genotype effect measurement
EFO:0005243	rdfs:label	myeloperoxidase measurement
EFO:0009774	rdfs:label	serine measurement
EFO:0600006	rdfs:label	human herpesvirus 7 seropositivity
EFO:0021300	rdfs:label	X-12253 measurement
EFO:0008278	rdfs:label	semaphorin-3A measurement
EFO:0021275	rdfs:label	X-11905 measurement
EFO:0004541	rdfs:label	HbA1c measurement
EFO:0021289	rdfs:label	X-12116 measurement
EFO:0020505	rdfs:label	interleukin-34 measurement
EFO:0007861	rdfs:label	body ratio measurement
EFO:0021410	rdfs:label	hexanoylcarnitine-to-octanoylcarnitine ratio
EFO:0020601	rdfs:label	neuroligin-4, x-linked measurement
EFO:0006824	rdfs:label	cis/trans-18:2 fatty acid measurement
EFO:0008046	rdfs:label	C-C motif chemokine 18 measurement
EFO:0020016	rdfs:label	X-21444 measurement@en
EFO:0021160	rdfs:label	p-acetamidophenylglucuronide measurement
EFO:0010503	rdfs:label	inosine measurement@en
EFO:0020768	rdfs:label	thrombin measurement
EFO:0008236	rdfs:label	monokine induced by gamma interferon measurement
EFO:0008432	rdfs:label	lipoprotein-associated phospholipase A(2) change measurement
EFO:0007894	rdfs:label	beta-carotene measurement
EFO:0008332	rdfs:label	interleukin 2 receptor antagonist measurement
EFO:0008090	rdfs:label	complement C1r subcomponent measurement
EFO:0020878	rdfs:label	omega-3 polyunsaturated fatty acid change measurement
EFO:0021005	rdfs:label	glutaroyl carnitine measurement
EFO:0010793	rdfs:label	programmed death-ligand 1 measurement
EFO:0008104	rdfs:label	cystatin-F measurement
EFO:0005000	rdfs:label	leptin measurement
EFO:0008200	rdfs:label	Kunitz-type protease inhibitor 2 measurement
EFO:0021115	rdfs:label	5alpha-androstan-3beta,17beta-diol disulfate measurement
EFO:0021268	rdfs:label	X-11847 measurement
EFO:0021095	rdfs:label	2-linoleoylglycerophosphocholine measurement
EFO:0010406	rdfs:label	triacylglycerol 48:3 measurement@en
EFO:0020325	rdfs:label	dipeptidyl peptidase 1 measurement
EFO:0007944	rdfs:label	allergen exposure measurement
EFO:0020496	rdfs:label	interleukin-20 measurement
EFO:0020851	rdfs:label	vps10 domain-containing receptor sorcs2 measurement
EFO:0006872	rdfs:label	delta wave measurement
EFO:0004886	rdfs:label	intracranial volume measurement
EFO:0010243	rdfs:label	inorganic ion measurement@en
EFO:0021378	rdfs:label	X-14745 measurement
EFO:0020421	rdfs:label	gremlin-1 measurement
EFO:0020435	rdfs:label	heat shock protein hsp 90-alpha/beta measurement
EFO:0600053	rdfs:label	complement factor H-related proteins measurement
EFO:0020588	rdfs:label	natural cytotoxicity triggering receptor 1 measurement
EFO:0008007	rdfs:label	age at assessment
EFO:0004754	rdfs:label	interleukin 1 receptor antagonist measurement
EFO:0010111	rdfs:label	acetoacetate measurement
EFO:0021018	rdfs:label	homocitrulline measurement
EFO:0010559	rdfs:label	anti-drug antibody measurement@en
EFO:0021080	rdfs:label	1-eicosadienoylglycerophosphocholine measurement
EFO:0020698	rdfs:label	ras GTPase-activating protein 1 measurement
EFO:0009944	rdfs:label	Antiglaucoma preparations and miotics use measurement
EFO:0010904	rdfs:label	anti-BK polyomavirus antibody measurement@en
EFO:0020239	rdfs:label	caspase-10 measurement
EFO:0006948	rdfs:label	white wine liking measurement
EFO:0020048	rdfs:label	lysophosphatidylserine measurement
EFO:0004789	rdfs:label	atrial natriuretic factor measurement
EFO:0021190	rdfs:label	X-04494 measurement
EFO:0010391	rdfs:label	sphingomyelin 16:0 measurement@en
EFO:0011033	rdfs:label	ST segment duration@en
EFO:0020864	rdfs:label	cerebellar volume measurement@en
EFO:0009597	rdfs:label	feeling nervous measurement
EFO:0020607	rdfs:label	nicotinamide phosphoribosyltransferase measurement
EFO:0020671	rdfs:label	protein e7_hpv16 measurement
EFO:0021198	rdfs:label	X-06226 measurement
EFO:0007701	rdfs:label	spine bone mineral density
EFO:0020414	rdfs:label	glypican-2 measurement
EFO:0010512	rdfs:label	nucleoside measurement@en
EFO:0020709	rdfs:label	ribosomal protein s6 kinase alpha-3 measurement
EFO:0007811	rdfs:label	Plasmodium falciparum antigen IgG3 measurement
EFO:0020182	rdfs:label	biglycan measurement
EFO:0010622	rdfs:label	kallikrein‐6 measurement@en
EFO:0007825	rdfs:label	balding measurement
EFO:0020196	rdfs:label	C-C motif chemokine 22 measurement
EFO:0009440	rdfs:label	age at last pregnancy measurement
EFO:0021364	rdfs:label	X-14189--leucylalanine measurement
