subject_id	subject_label	subject_category	predicate_id	object_id	object_label	mapping_justification	subject_source	object_source	confidence	mapping_date	author_id
5959-2	Prothrombin time (PT) factor substitution in Platelet poor plasma by Coagulation assay --immediately after addition of normal plasma		skos:broadMatch	OBA:VT0002551	blood coagulation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0001-8314-2140
5964-2	Prothrombin time (PT) in Blood by Coagulation assay		skos:broadMatch	OBA:VT0002551	blood coagulation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0001-8314-2140
5901-4	Prothrombin time (PT) in Control Platelet poor plasma by Coagulation assay		skos:broadMatch	OBA:VT0002551	blood coagulation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0001-8314-2140
52122-9	Prothrombin time (PT) in Platelet poor plasma by Coagulation assay --post heparin neutralization		skos:broadMatch	OBA:VT0002551	blood coagulation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0001-8314-2140
6683-7	Reptilase time		skos:broadMatch	OBA:VT0002551	blood coagulation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0001-8314-2140
33526-5	Reptilase time.factor substitution in Platelet poor plasma by Coagulation assay --immediately after addition of normal plasma		skos:broadMatch	OBA:VT0002551	blood coagulation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0001-8314-2140
69423-2	Rosner index in Platelet poor plasma by Coagulation assay		skos:broadMatch	OBA:VT0002551	blood coagulation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0001-8314-2140
3243-3	Thrombin time		skos:broadMatch	OBA:VT0002551	blood coagulation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0001-8314-2140
33525-7	Thrombin time.factor substitution in Platelet poor plasma by Coagulation assay --immediately after addition of normal plasma		skos:broadMatch	OBA:VT0002551	blood coagulation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0001-8314-2140
50553-7	Color of Urine by Auto		skos:exactMatch	OBA:VT0003619	urine color	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0001-8314-2140
5778-6	Color of Urine		skos:exactMatch	OBA:VT0003619	urine color	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0001-8314-2140
8310-5	Body temperature		skos:exactMatch	OBA:VT0005535	body temperature trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0001-8314-2140
59063-8	Lymphocyte proliferation panel - Blood		skos:exactMatch	OBA:VT0010184	lymphocyte proliferation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0001-8314-2140
38213-5	FLACC pain assessment panel		skos:broadMatch	OBA:VT0015100	nociception system physiology trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0001-8314-2140
38221-8	Pain severity Wong-Baker FACES pain rating scale		skos:broadMatch	OBA:VT0015100	nociception system physiology trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0001-8314-2140
55230-7	Immunophenotyping study		skos:broadMatch	OBA:VT1000783	immune system trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0001-8314-2140
4690-4	Viscosity of Blood		skos:exactMatch	OBA:VT3000004	blood viscosity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0001-8314-2140
33516-6	Immature reticulocytes/Reticulocytes.total in Blood		skos:broadMatch	OBA:0002272	reticulocyte amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
8119-0	CD20 cells/100 cells in Blood		skos:broadMatch	OBA:0002633	B cell amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
8117-4	CD19 cells/100 cells in Blood		skos:broadMatch	OBA:0002633	B cell amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
43273-2	CD19+CD27+IgD+ cells/100 cells in Blood or Tissue		skos:broadMatch	OBA:0002633	B cell amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
20593-0	CD19 cells/100 cells in Specimen		skos:broadMatch	OBA:0002633	B cell amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
9558-8	CD20 cells [#/volume] in Blood		skos:broadMatch	OBA:0002633	B cell amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
8116-6	CD19 cells [#/volume] in Blood		skos:broadMatch	OBA:0002633	B cell amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
15195-1	CD3-CD19+ cells [#/volume] in Blood		skos:broadMatch	OBA:0002633	B cell amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
8124-0	CD3 cells/100 cells in Blood		skos:broadMatch	OBA:0002636	T cell amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
20599-7	CD3 cells/100 cells in Specimen		skos:broadMatch	OBA:0002636	T cell amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
34963-9	CD3+TCR alpha beta+ cells [#/volume] in Blood		skos:broadMatch	OBA:0002636	T cell amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
8122-4	CD3 cells [#/volume] in Blood		skos:broadMatch	OBA:0002636	T cell amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
8123-2	CD3+CD4+ (T4 helper) cells/100 cells in Blood		skos:broadMatch	OBA:0002637	CD4-positive helper T cell amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
54218-3	CD3+CD4+ (T4 helper) cells/CD3+CD8+ (T8 suppressor cells) cells [# Ratio] in Blood		skos:broadMatch	OBA:0002812	helper T cell amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
24467-3	CD3+CD4+ (T4 helper) cells [#/volume] in Blood		skos:broadMatch	OBA:0002812	helper T cell amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
32623-1	Platelet mean volume [Entitic volume] in Blood by Automated count		skos:closeMatch	OBA:0003277	platelet volume	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
53831-4	CD59 deficient Granulocytes/100 cells in Blood		skos:relatedMatch	OBA:0003294	granulocyte amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
28541-1	Metamyelocytes/100 leukocytes in Blood		skos:relatedMatch	OBA:0003294	granulocyte amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
26498-6	Myelocytes/100 leukocytes in Blood		skos:relatedMatch	OBA:0003294	granulocyte amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
26524-9	Promyelocytes/100 leukocytes in Blood		skos:relatedMatch	OBA:0003294	granulocyte amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
71695-1	Immature granulocytes/100 leukocytes in Blood by Automated count		skos:broadMatch	OBA:0003294	granulocyte amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
19023-1	Granulocytes/100 leukocytes in Blood by Automated count		skos:broadMatch	OBA:0003294	granulocyte amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
740-1	Metamyelocytes/100 leukocytes in Blood by Manual count		skos:relatedMatch	OBA:0003294	granulocyte amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
749-2	Myelocytes/100 leukocytes in Blood by Manual count		skos:relatedMatch	OBA:0003294	granulocyte amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
783-1	Promyelocytes/100 leukocytes in Blood by Manual count		skos:relatedMatch	OBA:0003294	granulocyte amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
26478-8	Lymphocytes/100 leukocytes in Blood		skos:relatedMatch	OBA:0003352	lymphocyte amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
736-9	Lymphocytes/100 leukocytes in Blood by Automated count		skos:broadMatch	OBA:0003352	lymphocyte amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
737-7	Lymphocytes/100 leukocytes in Blood by Manual count		skos:broadMatch	OBA:0003352	lymphocyte amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
13941-0	Lymphocytes/100 leukocytes in Body fluid by Manual count		skos:broadMatch	OBA:0003352	lymphocyte amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
30421-2	Lymphocytes/100 leukocytes in Bronchial specimen		skos:broadMatch	OBA:0003352	lymphocyte amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
10328-3	Lymphocytes/100 leukocytes in Cerebral spinal fluid by Manual count		skos:broadMatch	OBA:0003352	lymphocyte amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
26483-8	Lymphocytes/100 leukocytes in Synovial fluid		skos:broadMatch	OBA:0003352	lymphocyte amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
8112-5	CD3-CD16+CD56+ (Natural killer) cells/100 cells in Blood		skos:broadMatch	OBA:0003353	natural killer cell amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
32519-1	CD3-CD16+CD56+ (Natural killer) cells/100 cells in Specimen		skos:broadMatch	OBA:0003353	natural killer cell amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
17174-4	CD54 cells/100 cells in Blood		skos:relatedMatch	OBA:0003714	professional antigen presenting cell functionality	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
74520-8	Complement alternate pathway AH50 actual/normal in Serum by Immunoassay		skos:broadMatch	OBA:0003715	complement activation, alternative pathway rate	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
6800-7	Spermatozoa Motile/100 spermatozoa in Semen		skos:broadMatch	OBA:0004007	sperm functionality	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
14194-5	Spermatozoa Progressive/100 spermatozoa in Semen		skos:broadMatch	OBA:0004007	sperm functionality	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
21532-7	Spermatozoa Motile/100 spermatozoa in Semen --2 hours post ejaculation		skos:broadMatch	OBA:0004007	sperm functionality	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
21535-0	Spermatozoa Motile/100 spermatozoa in Semen --6 hours post ejaculation		skos:broadMatch	OBA:0004007	sperm functionality	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
57446-7	Spermatozoa Immotile/100 spermatozoa in Semen --post concentration		skos:broadMatch	OBA:0004007	sperm functionality	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
13844-6	CD34 blasts/100 blasts in Blood		skos:broadMatch	OBA:0004071	hematopoietic stem cell amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
51162-6	CD34 blasts/100 blasts in Bone marrow		skos:broadMatch	OBA:0004071	hematopoietic stem cell amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
12195-4	Creatinine renal clearance/1.73 sq M in 24 hour Urine and Serum or Plasma		skos:broadMatch	OBA:0004158	renal filtration rate	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
19114-8	Lamellar bodies [#/volume] in Amniotic fluid		skos:relatedMatch	OBA:0005252	alveolar lamellar body amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
35652-7	Epithelial cells/100 cells in Body fluid		skos:relatedMatch	OBA:0005336	pigmented ciliary epithelial cell amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
26020-8	Creatine Kinase.macromolecular type 2/Creatine kinase.total in Serum or Plasma		skos:broadMatch	OBA:0006026	creatine kinase complex amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
26019-0	Creatine Kinase.macromolecular type 1/Creatine kinase.total in Serum or Plasma		skos:broadMatch	OBA:0006026	creatine kinase complex amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
12189-7	Creatine kinase.MB/Creatine kinase.total in Serum or Plasma by calculation		skos:broadMatch	OBA:0006026	creatine kinase complex amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
12187-1	Creatine kinase.MB/Creatine kinase.total in Serum or Plasma by Electrophoresis		skos:broadMatch	OBA:0006026	creatine kinase complex amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
15048-2	Creatine kinase.BB/Creatine kinase.total in Serum or Plasma by Electrophoresis		skos:broadMatch	OBA:0006026	creatine kinase complex amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
15049-0	Creatine kinase.MM/Creatine kinase.total in Serum or Plasma by Electrophoresis		skos:broadMatch	OBA:0006026	creatine kinase complex amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
15013-6	Alkaline phosphatase.bone/Alkaline phosphatase.total in Serum or Plasma		skos:broadMatch	OBA:2040574	level of intestinal alkaline phosphatase in blood serum	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
15015-1	Alkaline phosphatase.liver/Alkaline phosphatase.total in Serum or Plasma		skos:broadMatch	OBA:2040574	level of intestinal alkaline phosphatase in blood serum	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
15014-4	Alkaline phosphatase.intestinal/Alkaline phosphatase.total in Serum or Plasma		skos:broadMatch	OBA:2040574	level of intestinal alkaline phosphatase in blood serum	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
13989-9	Gamma globulin/Protein.total in 24 hour Urine by Electrophoresis		skos:relatedMatch	OBA:2045206	level of serum globulin type protein	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
13988-1	Beta globulin/Protein.total in 24 hour Urine by Electrophoresis		skos:relatedMatch	OBA:2045206	level of serum globulin type protein	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
13984-0	Alpha 1 globulin/Protein.total in 24 hour Urine by Electrophoresis		skos:relatedMatch	OBA:2045206	level of serum globulin type protein	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
13987-3	Alpha 2 globulin/Protein.total in 24 hour Urine by Electrophoresis		skos:relatedMatch	OBA:2045206	level of serum globulin type protein	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
13990-7	Alpha 1 globulin/Protein.total in Urine by Electrophoresis		skos:relatedMatch	OBA:2045206	level of serum globulin type protein	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
13994-9	Beta globulin/Protein.total in Urine by Electrophoresis		skos:relatedMatch	OBA:2045206	level of serum globulin type protein	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
27811-9	Antithrombin actual/normal in Platelet poor plasma by Chromogenic method		skos:broadMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
27818-4	Protein C actual/normal in Platelet poor plasma by Chromogenic method		skos:broadMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
31102-7	Protein S actual/normal in Platelet poor plasma by Chromogenic method		skos:broadMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
53622-7	von Willebrand factor (vWf) cleaving protease actual/normal in Platelet poor plasma by Chromogenic method		skos:broadMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
28660-9	Plasminogen actual/normal in Platelet poor plasma by Chromogenic method		skos:broadMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
27815-0	Coagulation factor XIII activity actual/normal in Platelet poor plasma by Chromogenic method		skos:broadMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
3209-4	Coagulation factor VIII activity actual/normal in Platelet poor plasma by Coagulation assay		skos:broadMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
3289-6	Prothrombin activity actual/normal in Platelet poor plasma by Coagulation assay		skos:broadMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
27822-6	Protein S actual/normal in Platelet poor plasma by Coagulation assay		skos:broadMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
3226-8	Coagulation factor XI activity actual/normal in Platelet poor plasma by Coagulation assay		skos:broadMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
3198-9	Coagulation factor VII activity actual/normal in Platelet poor plasma by Coagulation assay		skos:broadMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
3232-6	Coagulation factor XII activity actual/normal in Platelet poor plasma by Coagulation assay		skos:broadMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
27819-2	Protein C actual/normal in Platelet poor plasma by Coagulation assay		skos:broadMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
27816-8	von Willebrand factor (vWf) Ag actual/normal in Platelet poor plasma by Immunoassay		skos:broadMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
68324-3	von Willebrand factor (vWf).activity actual/normal in Platelet poor plasma by Immunoassay		skos:broadMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
27821-8	Protein S Free Ag actual/normal in Platelet poor plasma by Immunoassay		skos:broadMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
27823-4	Protein S Ag actual/normal in Platelet poor plasma by Immunoassay		skos:broadMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
27820-0	Protein C Ag actual/normal in Platelet poor plasma by Immunoassay		skos:broadMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
50377-1	von Willebrand factor (vWf).collagen binding activity actual/normal in Platelet poor plasma by Immunoassay		skos:broadMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
38521-1	Coagulation factor VIII Ag actual/normal in Platelet poor plasma by Immunoassay		skos:broadMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
6014-5	von Willebrand factor (vWf) ristocetin cofactor actual/normal in Platelet poor plasma by Platelet aggregation		skos:broadMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
66745-1	Clot Lysis [Length fraction] in Blood by Thromboelastography --30 minutes post maximum clot amplitude		skos:relatedMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
52778-8	Maximum clot firmness [Length] in Blood by Thromboelastography		skos:relatedMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
52783-8	Maximum clot firmness.extrinsic coagulation system activated [Length] in Blood by Rotational TEG		skos:relatedMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
91125-5	Maximum amplitude kaolin induced [Length] in Blood by Resonance TEG --after addition of heparinase		skos:relatedMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
91126-3	Maximum amplitude activator F induced [Length] in Blood by Resonance TEG		skos:relatedMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
91127-1	Maximum amplitude ADP induced [Length] in Blood by Resonance TEG		skos:relatedMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
94577-4	Maximum amplitude arachidonate induced [Length] in Blood by Resonance TEG		skos:relatedMatch	OBA:2045225	blood clotting level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
21000-5	Erythrocyte distribution width [Entitic volume] by Automated count		skos:broadMatch	OBA:2045276	erythrocyte attribute	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
2742-5	Angiotensin converting enzyme [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:2045290	angiotensin converting enzyme activity attribute	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
12480-0	Angiotensin converting enzyme [Enzymatic activity/volume] in Cerebral spinal fluid		skos:broadMatch	OBA:2045290	angiotensin converting enzyme activity attribute	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
73895-5	Hemoglobin [Entitic substance] in Reticulocytes by Automated count		skos:broadMatch	OBA:2045306	reticulocyte hemoglobin variability attribute	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
8101-8	CD3+CD8+ (T8 suppressor) cells/100 cells in Blood		skos:relatedMatch	OBA:2045351	cytotoxic and regulatory T-cell molecule level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
32518-3	CD3+CD8+ (T8 suppressor) cells/100 cells in Specimen		skos:relatedMatch	OBA:2045351	cytotoxic and regulatory T-cell molecule level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
14135-8	CD3+CD8+ (T8 suppressor) cells [#/volume] in Blood		skos:relatedMatch	OBA:2045351	cytotoxic and regulatory T-cell molecule level	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
787-2	MCV [Entitic volume] by Automated count		skos:relatedMatch	OBA:2045381	hematocrit	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
17782-4	Lipoprotein.beta.subparticle [Entitic length] in Serum or Plasma		skos:broadMatch	OBA:2050113	LDL particle size	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
62253-0	Lipoprotein.alpha [Entitic length] in Serum or Plasma		skos:broadMatch	OBA:2050113	LDL particle size	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
62254-8	Lipoprotein.pre-beta [Entitic length] in Serum or Plasma		skos:broadMatch	OBA:2050113	LDL particle size	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
47215-9	Lipoprotein.beta.subparticle.medium [Entitic length] in Serum or Plasma		skos:broadMatch	OBA:2050113	LDL particle size	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
47213-4	Cholesterol in LDL real size pattern [Identifier] in Serum or Plasma		skos:relatedMatch	OBA:2050113	LDL particle size	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
3187-2	Coagulation factor IX activity actual/normal in Platelet poor plasma by Coagulation assay		skos:broadMatch	OBA:2050244	coagulation factor IX amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
3193-0	Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay		skos:broadMatch	OBA:2050268	coagulation factor V amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
28657-5	Coagulation factor X activated actual/normal in Platelet poor plasma by Chromogenic method		skos:broadMatch	OBA:2050298	coagulation factor X amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
3218-5	Coagulation factor X activity actual/normal in Platelet poor plasma by Coagulation assay		skos:broadMatch	OBA:2050298	coagulation factor X amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
785-6	MCH [Entitic mass] by Automated count		skos:relatedMatch	OBA:2060175	amount of hemoglobin in blood	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
58442-5	Other elements [Identifier] in Urine sediment by Light microscopy		skos:broadMatch	OBA:VT0000056	urine trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
1756-6	Albumin in CSF/Albumin in Serum or Plasma		skos:relatedMatch	OBA:VT0000199	blood albumin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
20493-3	Histiocytes/100 cells in Body fluid by Light microscopy		skos:broadMatch	OBA:VT0000217	leukocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
40489-7	Histiocytes/100 cells in Synovial fluid by Manual count		skos:broadMatch	OBA:VT0000217	leukocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
26446-5	Blasts/100 leukocytes in Blood		skos:relatedMatch	OBA:VT0000217	leukocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
